district,district_id,year,month,date,price_per_sqm
Putuo,2490,2015,8,2015-08,34335.0
Putuo,2490,2015,9,2015-09,34839.0
Putuo,2490,2015,10,2015-10,35278.0
Putuo,2490,2015,11,2015-11,36375.0
Putuo,2490,2015,12,2015-12,37436.0
Putuo,2490,2016,1,2016-01,39685.0
Putuo,2490,2016,2,2016-02,41125.0
Putuo,2490,2016,3,2016-03,46746.0
Putuo,2490,2016,4,2016-04,49608.0
Putuo,2490,2016,5,2016-05,50222.0
Putuo,2490,2016,6,2016-06,50193.0
Putuo,2490,2016,7,2016-07,50133.0
Putuo,2490,2016,8,2016-08,51637.0
Putuo,2490,2016,9,2016-09,53164.0
Putuo,2490,2016,10,2016-10,56073.0
Putuo,2490,2016,11,2016-11,57576.0
Putuo,2490,2016,12,2016-12,58027.0
Putuo,2490,2017,1,2017-01,58494.0
Putuo,2490,2017,2,2017-02,59411.0
Putuo,2490,2017,3,2017-03,60094.0
Putuo,2490,2017,4,2017-04,60177.0
Putuo,2490,2017,5,2017-05,61430.0
Putuo,2490,2017,6,2017-06,61554.0
Putuo,2490,2017,7,2017-07,61076.0
Putuo,2490,2017,8,2017-08,60040.0
Putuo,2490,2017,9,2017-09,59970.0
Putuo,2490,2017,10,2017-10,59623.0
Putuo,2490,2017,11,2017-11,59201.0
Putuo,2490,2017,12,2017-12,58891.0
Putuo,2490,2018,6,2018-06,58243.0
Putuo,2490,2018,7,2018-07,58803.0
Putuo,2490,2018,8,2018-08,60261.0
Putuo,2490,2018,9,2018-09,60304.0
Putuo,2490,2018,10,2018-10,58143.0
Putuo,2490,2018,11,2018-11,58853.0
Putuo,2490,2018,12,2018-12,58333.0
Putuo,2490,2019,1,2019-01,58431.0
Putuo,2490,2019,2,2019-02,58531.0
Putuo,2490,2019,3,2019-03,58204.0
Putuo,2490,2019,4,2019-04,58163.0
Putuo,2490,2019,5,2019-05,58512.0
Putuo,2490,2019,6,2019-06,58813.0
Putuo,2490,2019,7,2019-07,58413.0
Putuo,2490,2019,8,2019-08,60011.0
Putuo,2490,2019,9,2019-09,58711.0
Putuo,2490,2019,10,2019-10,58741.0
Putuo,2490,2019,11,2019-11,60051.0
Putuo,2490,2019,12,2019-12,59311.0
Putuo,2490,2020,1,2020-01,57984.0
Putuo,2490,2020,2,2020-02,59299.0
Putuo,2490,2020,3,2020-03,59681.0
Putuo,2490,2020,4,2020-04,59644.0
Putuo,2490,2020,5,2020-05,58124.0
Putuo,2490,2020,6,2020-06,60545.0
Putuo,2490,2020,7,2020-07,61501.0
Putuo,2490,2020,8,2020-08,61596.0
Putuo,2490,2020,9,2020-09,60379.0
Putuo,2490,2020,10,2020-10,60555.0
Putuo,2490,2020,11,2020-11,60924.0
Putuo,2490,2020,12,2020-12,62547.0
Putuo,2490,2021,1,2021-01,64013.0
Putuo,2490,2021,2,2021-02,66126.0
Putuo,2490,2021,3,2021-03,70372.0
Putuo,2490,2021,4,2021-04,71603.0
Putuo,2490,2021,5,2021-05,70812.0
Putuo,2490,2021,6,2021-06,73731.0
Putuo,2490,2021,7,2021-07,75112.0
Putuo,2490,2021,8,2021-08,72830.0
Putuo,2490,2021,9,2021-09,71251.0
Putuo,2490,2021,10,2021-10,68589.0
Putuo,2490,2021,11,2021-11,71947.0
Putuo,2490,2021,12,2021-12,70471.0
Putuo,2490,2022,1,2022-01,70062.0
Putuo,2490,2022,2,2022-02,72267.0
Putuo,2490,2022,3,2022-03,72577.0
Putuo,2490,2022,4,2022-04,70347.0
Putuo,2490,2022,5,2022-05,70437.0
Putuo,2490,2022,6,2022-06,70493.0
Putuo,2490,2022,7,2022-07,70630.0
Putuo,2490,2022,8,2022-08,71681.0
Putuo,2490,2022,9,2022-09,71251.0
Putuo,2490,2022,10,2022-10,71728.0
Putuo,2490,2022,11,2022-11,73168.0
Putuo,2490,2022,12,2022-12,73920.0
Putuo,2490,2023,1,2023-01,75687.0
Putuo,2490,2023,2,2023-02,74772.0
Putuo,2490,2023,3,2023-03,74853.0
Putuo,2490,2023,4,2023-04,74671.0
Putuo,2490,2023,5,2023-05,75414.0
Putuo,2490,2023,6,2023-06,75022.0
Putuo,2490,2023,7,2023-07,74506.0
Putuo,2490,2023,8,2023-08,74430.0
Putuo,2490,2023,9,2023-09,74543.0
Putuo,2490,2023,10,2023-10,72922.0
Putuo,2490,2023,11,2023-11,71041.0
Putuo,2490,2023,12,2023-12,73623.0
Putuo,2490,2024,1,2024-01,71681.0
Putuo,2490,2024,2,2024-02,72612.0
Putuo,2490,2024,3,2024-03,72267.0
Putuo,2490,2024,4,2024-04,70186.0
Putuo,2490,2024,5,2024-05,68826.0
Putuo,2490,2024,6,2024-06,69746.0
Putuo,2490,2024,7,2024-07,68661.0
Putuo,2490,2024,8,2024-08,67646.0
Putuo,2490,2024,9,2024-09,67574.0
Putuo,2490,2024,10,2024-10,66012.0
Putuo,2490,2024,11,2024-11,65590.0
Putuo,2490,2024,12,2024-12,64062.0
Putuo,2490,2025,1,2025-01,65196.0
Putuo,2490,2025,2,2025-02,66104.0
Putuo,2490,2025,3,2025-03,65600.0
Putuo,2490,2025,4,2025-04,65200.0
Putuo,2490,2025,5,2025-05,65000.0
Putuo,2490,2025,6,2025-06,64900.0
Putuo,2490,2025,7,2025-07,66100.0
Putuo,2490,2025,8,2025-08,64200.0
Putuo,2490,2025,9,2025-09,64500.0
Putuo,2490,2025,10,2025-10,63300.0
Putuo,2490,2025,11,2025-11,62300.0
Putuo,2490,2025,12,2025-12,62100.0
Qingpu,2489,2015,1,2015-01,19826.0
Qingpu,2489,2015,2,2015-02,20705.0
Qingpu,2489,2015,3,2015-03,20410.0
Qingpu,2489,2015,4,2015-04,20194.0
Qingpu,2489,2015,5,2015-05,20493.0
Qingpu,2489,2015,6,2015-06,19867.0
Qingpu,2489,2015,7,2015-07,19999.0
Qingpu,2489,2015,8,2015-08,19301.0
Qingpu,2489,2015,9,2015-09,19674.0
Qingpu,2489,2015,10,2015-10,19175.0
Qingpu,2489,2015,11,2015-11,19761.0
Qingpu,2489,2015,12,2015-12,19749.0
Qingpu,2489,2016,1,2016-01,20369.0
Qingpu,2489,2016,2,2016-02,20955.0
Qingpu,2489,2016,3,2016-03,22587.0
Qingpu,2489,2016,4,2016-04,23026.0
Qingpu,2489,2016,5,2016-05,23287.0
Qingpu,2489,2016,6,2016-06,23526.0
Qingpu,2489,2016,7,2016-07,23579.0
Qingpu,2489,2016,8,2016-08,23310.0
Qingpu,2489,2016,9,2016-09,28019.0
Qingpu,2489,2016,10,2016-10,31059.0
Qingpu,2489,2016,11,2016-11,31820.0
Qingpu,2489,2016,12,2016-12,32593.0
Qingpu,2489,2017,1,2017-01,32675.0
Qingpu,2489,2017,2,2017-02,33703.0
Qingpu,2489,2017,3,2017-03,32711.0
Qingpu,2489,2017,4,2017-04,32846.0
Qingpu,2489,2017,5,2017-05,33866.0
Qingpu,2489,2017,6,2017-06,33832.0
Qingpu,2489,2017,7,2017-07,33297.0
Qingpu,2489,2017,8,2017-08,33234.0
Qingpu,2489,2017,9,2017-09,32989.0
Qingpu,2489,2017,10,2017-10,33015.0
Qingpu,2489,2017,11,2017-11,32583.0
Qingpu,2489,2017,12,2017-12,32220.0
Qingpu,2489,2018,6,2018-06,31503.0
Qingpu,2489,2018,7,2018-07,32913.0
Qingpu,2489,2018,8,2018-08,32334.0
Qingpu,2489,2018,9,2018-09,30863.0
Qingpu,2489,2018,10,2018-10,31413.0
Qingpu,2489,2018,11,2018-11,32742.0
Qingpu,2489,2018,12,2018-12,33151.0
Qingpu,2489,2019,1,2019-01,32322.0
Qingpu,2489,2019,2,2019-02,32742.0
Qingpu,2489,2019,3,2019-03,32551.0
Qingpu,2489,2019,4,2019-04,33511.0
Qingpu,2489,2019,5,2019-05,32801.0
Qingpu,2489,2019,6,2019-06,33211.0
Qingpu,2489,2019,7,2019-07,33613.0
Qingpu,2489,2019,8,2019-08,33702.0
Qingpu,2489,2019,9,2019-09,33562.0
Qingpu,2489,2019,10,2019-10,33843.0
Qingpu,2489,2019,11,2019-11,34120.0
Qingpu,2489,2019,12,2019-12,34043.0
Qingpu,2489,2020,1,2020-01,33528.0
Qingpu,2489,2020,2,2020-02,36068.0
Qingpu,2489,2020,3,2020-03,36496.0
Qingpu,2489,2020,4,2020-04,35261.0
Qingpu,2489,2020,5,2020-05,34034.0
Qingpu,2489,2020,6,2020-06,34859.0
Qingpu,2489,2020,7,2020-07,34073.0
Qingpu,2489,2020,8,2020-08,36786.0
Qingpu,2489,2020,9,2020-09,38170.0
Qingpu,2489,2020,10,2020-10,35744.0
Qingpu,2489,2020,11,2020-11,37574.0
Qingpu,2489,2020,12,2020-12,37818.0
Qingpu,2489,2021,1,2021-01,36725.0
Qingpu,2489,2021,2,2021-02,36077.0
Qingpu,2489,2021,3,2021-03,39451.0
Qingpu,2489,2021,4,2021-04,39234.0
Qingpu,2489,2021,5,2021-05,39590.0
Qingpu,2489,2021,6,2021-06,45219.0
Qingpu,2489,2021,7,2021-07,47126.0
Qingpu,2489,2021,8,2021-08,44690.0
Qingpu,2489,2021,9,2021-09,38599.0
Qingpu,2489,2021,10,2021-10,38129.0
Qingpu,2489,2021,11,2021-11,38399.0
Qingpu,2489,2021,12,2021-12,42308.0
Qingpu,2489,2022,1,2022-01,40870.0
Qingpu,2489,2022,2,2022-02,40969.0
Qingpu,2489,2022,3,2022-03,43856.0
Qingpu,2489,2022,4,2022-04,43225.0
Qingpu,2489,2022,5,2022-05,39171.0
Qingpu,2489,2022,6,2022-06,41401.0
Qingpu,2489,2022,7,2022-07,40327.0
Qingpu,2489,2022,8,2022-08,42995.0
Qingpu,2489,2022,9,2022-09,44309.0
Qingpu,2489,2022,10,2022-10,46972.0
Qingpu,2489,2022,11,2022-11,46136.0
Qingpu,2489,2022,12,2022-12,44390.0
Qingpu,2489,2023,1,2023-01,50493.0
Qingpu,2489,2023,2,2023-02,48729.0
Qingpu,2489,2023,3,2023-03,51262.0
Qingpu,2489,2023,4,2023-04,54572.0
Qingpu,2489,2023,5,2023-05,49096.0
Qingpu,2489,2023,6,2023-06,58326.0
Qingpu,2489,2023,7,2023-07,48789.0
Qingpu,2489,2023,8,2023-08,54680.0
Qingpu,2489,2023,9,2023-09,55533.0
Qingpu,2489,2023,10,2023-10,50657.0
Qingpu,2489,2023,11,2023-11,52511.0
Qingpu,2489,2023,12,2023-12,52789.0
Qingpu,2489,2024,1,2024-01,54785.0
Qingpu,2489,2024,2,2024-02,53587.0
Qingpu,2489,2024,3,2024-03,56054.0
Qingpu,2489,2024,4,2024-04,56929.0
Qingpu,2489,2024,5,2024-05,55432.0
Qingpu,2489,2024,6,2024-06,55367.0
Qingpu,2489,2024,7,2024-07,52616.0
Qingpu,2489,2024,8,2024-08,47727.0
Qingpu,2489,2024,9,2024-09,52726.0
Qingpu,2489,2024,10,2024-10,56682.0
Qingpu,2489,2024,11,2024-11,58065.0
Qingpu,2489,2024,12,2024-12,52257.0
Qingpu,2489,2025,1,2025-01,49557.0
Qingpu,2489,2025,2,2025-02,57783.0
Qingpu,2489,2025,3,2025-03,53300.0
Qingpu,2489,2025,4,2025-04,45900.0
Qingpu,2489,2025,5,2025-05,50700.0
Qingpu,2489,2025,6,2025-06,55300.0
Qingpu,2489,2025,7,2025-07,59600.0
Qingpu,2489,2025,8,2025-08,52400.0
Qingpu,2489,2025,9,2025-09,57000.0
Qingpu,2489,2025,10,2025-10,43300.0
Qingpu,2489,2025,11,2025-11,47000.0
Qingpu,2489,2025,12,2025-12,48500.0
Songjiang,2488,2015,1,2015-01,19390.0
Songjiang,2488,2015,2,2015-02,19646.0
Songjiang,2488,2015,3,2015-03,19611.0
Songjiang,2488,2015,4,2015-04,19494.0
Songjiang,2488,2015,5,2015-05,19814.0
Songjiang,2488,2015,6,2015-06,20043.0
Songjiang,2488,2015,7,2015-07,20433.0
Songjiang,2488,2015,8,2015-08,20611.0
Songjiang,2488,2015,9,2015-09,20576.0
Songjiang,2488,2015,10,2015-10,20733.0
Songjiang,2488,2015,11,2015-11,20918.0
Songjiang,2488,2015,12,2015-12,21082.0
Songjiang,2488,2016,1,2016-01,21576.0
Songjiang,2488,2016,2,2016-02,22079.0
Songjiang,2488,2016,3,2016-03,24633.0
Songjiang,2488,2016,4,2016-04,25459.0
Songjiang,2488,2016,5,2016-05,25444.0
Songjiang,2488,2016,6,2016-06,25925.0
Songjiang,2488,2016,7,2016-07,26607.0
Songjiang,2488,2016,8,2016-08,28558.0
Songjiang,2488,2016,9,2016-09,31113.0
Songjiang,2488,2016,10,2016-10,33916.0
Songjiang,2488,2016,11,2016-11,35393.0
Songjiang,2488,2016,12,2016-12,35919.0
Songjiang,2488,2017,1,2017-01,36388.0
Songjiang,2488,2017,2,2017-02,36810.0
Songjiang,2488,2017,3,2017-03,35598.0
Songjiang,2488,2017,4,2017-04,35589.0
Songjiang,2488,2017,5,2017-05,37478.0
Songjiang,2488,2017,6,2017-06,37579.0
Songjiang,2488,2017,7,2017-07,37134.0
Songjiang,2488,2017,8,2017-08,36258.0
Songjiang,2488,2017,9,2017-09,35792.0
Songjiang,2488,2017,10,2017-10,35125.0
Songjiang,2488,2017,11,2017-11,34306.0
Songjiang,2488,2017,12,2017-12,33668.0
Songjiang,2488,2018,6,2018-06,32271.0
Songjiang,2488,2018,7,2018-07,33133.0
Songjiang,2488,2018,8,2018-08,31982.0
Songjiang,2488,2018,9,2018-09,31763.0
Songjiang,2488,2018,10,2018-10,31962.0
Songjiang,2488,2018,11,2018-11,32621.0
Songjiang,2488,2018,12,2018-12,32412.0
Songjiang,2488,2019,1,2019-01,32540.0
Songjiang,2488,2019,2,2019-02,32680.0
Songjiang,2488,2019,3,2019-03,32913.0
Songjiang,2488,2019,4,2019-04,33560.0
Songjiang,2488,2019,5,2019-05,32814.0
Songjiang,2488,2019,6,2019-06,32611.0
Songjiang,2488,2019,7,2019-07,32814.0
Songjiang,2488,2019,8,2019-08,32502.0
Songjiang,2488,2019,9,2019-09,32472.0
Songjiang,2488,2019,10,2019-10,32311.0
Songjiang,2488,2019,11,2019-11,32639.0
Songjiang,2488,2019,12,2019-12,30689.0
Songjiang,2488,2020,1,2020-01,32317.0
Songjiang,2488,2020,2,2020-02,33408.0
Songjiang,2488,2020,3,2020-03,35388.0
Songjiang,2488,2020,4,2020-04,34112.0
Songjiang,2488,2020,5,2020-05,33317.0
Songjiang,2488,2020,6,2020-06,33540.0
Songjiang,2488,2020,7,2020-07,34066.0
Songjiang,2488,2020,8,2020-08,35111.0
Songjiang,2488,2020,9,2020-09,35660.0
Songjiang,2488,2020,10,2020-10,36115.0
Songjiang,2488,2020,11,2020-11,36494.0
Songjiang,2488,2020,12,2020-12,35497.0
Songjiang,2488,2021,1,2021-01,37168.0
Songjiang,2488,2021,2,2021-02,37171.0
Songjiang,2488,2021,3,2021-03,37684.0
Songjiang,2488,2021,4,2021-04,39596.0
Songjiang,2488,2021,5,2021-05,39691.0
Songjiang,2488,2021,6,2021-06,41010.0
Songjiang,2488,2021,7,2021-07,41718.0
Songjiang,2488,2021,8,2021-08,41745.0
Songjiang,2488,2021,9,2021-09,38960.0
Songjiang,2488,2021,10,2021-10,38763.0
Songjiang,2488,2021,11,2021-11,38232.0
Songjiang,2488,2021,12,2021-12,38710.0
Songjiang,2488,2022,1,2022-01,39568.0
Songjiang,2488,2022,2,2022-02,40139.0
Songjiang,2488,2022,3,2022-03,39386.0
Songjiang,2488,2022,4,2022-04,39580.0
Songjiang,2488,2022,5,2022-05,38806.0
Songjiang,2488,2022,6,2022-06,38901.0
Songjiang,2488,2022,7,2022-07,40729.0
Songjiang,2488,2022,8,2022-08,39610.0
Songjiang,2488,2022,9,2022-09,41464.0
Songjiang,2488,2022,10,2022-10,43718.0
Songjiang,2488,2022,11,2022-11,42322.0
Songjiang,2488,2022,12,2022-12,38838.0
Songjiang,2488,2023,1,2023-01,45330.0
Songjiang,2488,2023,2,2023-02,44880.0
Songjiang,2488,2023,3,2023-03,43032.0
Songjiang,2488,2023,4,2023-04,45269.0
Songjiang,2488,2023,5,2023-05,46088.0
Songjiang,2488,2023,6,2023-06,46350.0
Songjiang,2488,2023,7,2023-07,46264.0
Songjiang,2488,2023,8,2023-08,44632.0
Songjiang,2488,2023,9,2023-09,46053.0
Songjiang,2488,2023,10,2023-10,46741.0
Songjiang,2488,2023,11,2023-11,47197.0
Songjiang,2488,2023,12,2023-12,46640.0
Songjiang,2488,2024,1,2024-01,49066.0
Songjiang,2488,2024,2,2024-02,47692.0
Songjiang,2488,2024,3,2024-03,47861.0
Songjiang,2488,2024,4,2024-04,49316.0
Songjiang,2488,2024,5,2024-05,46381.0
Songjiang,2488,2024,6,2024-06,46004.0
Songjiang,2488,2024,7,2024-07,47426.0
Songjiang,2488,2024,8,2024-08,47844.0
Songjiang,2488,2024,9,2024-09,46991.0
Songjiang,2488,2024,10,2024-10,46297.0
Songjiang,2488,2024,11,2024-11,46200.0
Songjiang,2488,2024,12,2024-12,43754.0
Songjiang,2488,2025,1,2025-01,45679.0
Songjiang,2488,2025,2,2025-02,45311.0
Songjiang,2488,2025,3,2025-03,43700.0
Songjiang,2488,2025,4,2025-04,42700.0
Songjiang,2488,2025,5,2025-05,43100.0
Songjiang,2488,2025,6,2025-06,41500.0
Songjiang,2488,2025,7,2025-07,42400.0
Songjiang,2488,2025,8,2025-08,41900.0
Songjiang,2488,2025,9,2025-09,46500.0
Songjiang,2488,2025,10,2025-10,42800.0
Songjiang,2488,2025,11,2025-11,43900.0
Songjiang,2488,2025,12,2025-12,43400.0
Xuhui,2487,2015,1,2015-01,40809.0
Xuhui,2487,2015,2,2015-02,40962.0
Xuhui,2487,2015,3,2015-03,41237.0
Xuhui,2487,2015,4,2015-04,41723.0
Xuhui,2487,2015,5,2015-05,42312.0
Xuhui,2487,2015,6,2015-06,42925.0
Xuhui,2487,2015,7,2015-07,43816.0
Xuhui,2487,2015,8,2015-08,44966.0
Xuhui,2487,2015,9,2015-09,45937.0
Xuhui,2487,2015,10,2015-10,46856.0
Xuhui,2487,2015,11,2015-11,48543.0
Xuhui,2487,2015,12,2015-12,49915.0
Xuhui,2487,2016,1,2016-01,51611.0
Xuhui,2487,2016,2,2016-02,53707.0
Xuhui,2487,2016,3,2016-03,61965.0
Xuhui,2487,2016,4,2016-04,63221.0
Xuhui,2487,2016,5,2016-05,63289.0
Xuhui,2487,2016,6,2016-06,64045.0
Xuhui,2487,2016,7,2016-07,64317.0
Xuhui,2487,2016,8,2016-08,65025.0
Xuhui,2487,2016,9,2016-09,66404.0
Xuhui,2487,2016,10,2016-10,69038.0
Xuhui,2487,2016,11,2016-11,70635.0
Xuhui,2487,2016,12,2016-12,70926.0
Xuhui,2487,2017,1,2017-01,71126.0
Xuhui,2487,2017,2,2017-02,71022.0
Xuhui,2487,2017,3,2017-03,72861.0
Xuhui,2487,2017,4,2017-04,73596.0
Xuhui,2487,2017,5,2017-05,75174.0
Xuhui,2487,2017,6,2017-06,76549.0
Xuhui,2487,2017,7,2017-07,76567.0
Xuhui,2487,2017,8,2017-08,73374.0
Xuhui,2487,2017,9,2017-09,72637.0
Xuhui,2487,2017,10,2017-10,71849.0
Xuhui,2487,2017,11,2017-11,71819.0
Xuhui,2487,2017,12,2017-12,72821.0
Xuhui,2487,2018,6,2018-06,70272.0
Xuhui,2487,2018,7,2018-07,71194.0
Xuhui,2487,2018,8,2018-08,71754.0
Xuhui,2487,2018,9,2018-09,70642.0
Xuhui,2487,2018,10,2018-10,70014.0
Xuhui,2487,2018,11,2018-11,70113.0
Xuhui,2487,2018,12,2018-12,70152.0
Xuhui,2487,2019,1,2019-01,70030.0
Xuhui,2487,2019,2,2019-02,71383.0
Xuhui,2487,2019,3,2019-03,71904.0
Xuhui,2487,2019,4,2019-04,71921.0
Xuhui,2487,2019,5,2019-05,70721.0
Xuhui,2487,2019,6,2019-06,70622.0
Xuhui,2487,2019,7,2019-07,70714.0
Xuhui,2487,2019,8,2019-08,70623.0
Xuhui,2487,2019,9,2019-09,71911.0
Xuhui,2487,2019,10,2019-10,70954.0
Xuhui,2487,2019,11,2019-11,71287.0
Xuhui,2487,2019,12,2019-12,71663.0
Xuhui,2487,2020,1,2020-01,70031.0
Xuhui,2487,2020,2,2020-02,68646.0
Xuhui,2487,2020,3,2020-03,69750.0
Xuhui,2487,2020,4,2020-04,68957.0
Xuhui,2487,2020,5,2020-05,69215.0
Xuhui,2487,2020,6,2020-06,68859.0
Xuhui,2487,2020,7,2020-07,68210.0
Xuhui,2487,2020,8,2020-08,73460.0
Xuhui,2487,2020,9,2020-09,72382.0
Xuhui,2487,2020,10,2020-10,75779.0
Xuhui,2487,2020,11,2020-11,77884.0
Xuhui,2487,2020,12,2020-12,77257.0
Xuhui,2487,2021,1,2021-01,83297.0
Xuhui,2487,2021,2,2021-02,83210.0
Xuhui,2487,2021,3,2021-03,88535.0
Xuhui,2487,2021,4,2021-04,89735.0
Xuhui,2487,2021,5,2021-05,90203.0
Xuhui,2487,2021,6,2021-06,94701.0
Xuhui,2487,2021,7,2021-07,97716.0
Xuhui,2487,2021,8,2021-08,96834.0
Xuhui,2487,2021,9,2021-09,93681.0
Xuhui,2487,2021,10,2021-10,92114.0
Xuhui,2487,2021,11,2021-11,89476.0
Xuhui,2487,2021,12,2021-12,96183.0
Xuhui,2487,2022,1,2022-01,92005.0
Xuhui,2487,2022,2,2022-02,94778.0
Xuhui,2487,2022,3,2022-03,95959.0
Xuhui,2487,2022,4,2022-04,95364.0
Xuhui,2487,2022,5,2022-05,93533.0
Xuhui,2487,2022,6,2022-06,91538.0
Xuhui,2487,2022,7,2022-07,91132.0
Xuhui,2487,2022,8,2022-08,94785.0
Xuhui,2487,2022,9,2022-09,93487.0
Xuhui,2487,2022,10,2022-10,94159.0
Xuhui,2487,2022,11,2022-11,96198.0
Xuhui,2487,2022,12,2022-12,95687.0
Xuhui,2487,2023,1,2023-01,97143.0
Xuhui,2487,2023,2,2023-02,91931.0
Xuhui,2487,2023,3,2023-03,92874.0
Xuhui,2487,2023,4,2023-04,93875.0
Xuhui,2487,2023,5,2023-05,97776.0
Xuhui,2487,2023,6,2023-06,94007.0
Xuhui,2487,2023,7,2023-07,92864.0
Xuhui,2487,2023,8,2023-08,93504.0
Xuhui,2487,2023,9,2023-09,92615.0
Xuhui,2487,2023,10,2023-10,90562.0
Xuhui,2487,2023,11,2023-11,92143.0
Xuhui,2487,2023,12,2023-12,91793.0
Xuhui,2487,2024,1,2024-01,94409.0
Xuhui,2487,2024,2,2024-02,93899.0
Xuhui,2487,2024,3,2024-03,89612.0
Xuhui,2487,2024,4,2024-04,85347.0
Xuhui,2487,2024,5,2024-05,84712.0
Xuhui,2487,2024,6,2024-06,84922.0
Xuhui,2487,2024,7,2024-07,84212.0
Xuhui,2487,2024,8,2024-08,83119.0
Xuhui,2487,2024,9,2024-09,85475.0
Xuhui,2487,2024,10,2024-10,83937.0
Xuhui,2487,2024,11,2024-11,81263.0
Xuhui,2487,2024,12,2024-12,82479.0
Xuhui,2487,2025,1,2025-01,84752.0
Xuhui,2487,2025,2,2025-02,82078.0
Xuhui,2487,2025,3,2025-03,82400.0
Xuhui,2487,2025,4,2025-04,82100.0
Xuhui,2487,2025,5,2025-05,79500.0
Xuhui,2487,2025,6,2025-06,77800.0
Xuhui,2487,2025,7,2025-07,78800.0
Xuhui,2487,2025,8,2025-08,76800.0
Xuhui,2487,2025,9,2025-09,77700.0
Xuhui,2487,2025,10,2025-10,77100.0
Xuhui,2487,2025,11,2025-11,79200.0
Xuhui,2487,2025,12,2025-12,79100.0
Yangpu,2486,2015,1,2015-01,35709.0
Yangpu,2486,2015,2,2015-02,35481.0
Yangpu,2486,2015,3,2015-03,35723.0
Yangpu,2486,2015,4,2015-04,35605.0
Yangpu,2486,2015,5,2015-05,35927.0
Yangpu,2486,2015,6,2015-06,36314.0
Yangpu,2486,2015,7,2015-07,36724.0
Yangpu,2486,2015,8,2015-08,36574.0
Yangpu,2486,2015,9,2015-09,37069.0
Yangpu,2486,2015,10,2015-10,37855.0
Yangpu,2486,2015,11,2015-11,38760.0
Yangpu,2486,2015,12,2015-12,39937.0
Yangpu,2486,2016,1,2016-01,41978.0
Yangpu,2486,2016,2,2016-02,43939.0
Yangpu,2486,2016,3,2016-03,49638.0
Yangpu,2486,2016,4,2016-04,52578.0
Yangpu,2486,2016,5,2016-05,53231.0
Yangpu,2486,2016,6,2016-06,53584.0
Yangpu,2486,2016,7,2016-07,54675.0
Yangpu,2486,2016,8,2016-08,55630.0
Yangpu,2486,2016,9,2016-09,57597.0
Yangpu,2486,2016,10,2016-10,60811.0
Yangpu,2486,2016,11,2016-11,63380.0
Yangpu,2486,2016,12,2016-12,63654.0
Yangpu,2486,2017,1,2017-01,63883.0
Yangpu,2486,2017,2,2017-02,64441.0
Yangpu,2486,2017,3,2017-03,64071.0
Yangpu,2486,2017,4,2017-04,64671.0
Yangpu,2486,2017,5,2017-05,67186.0
Yangpu,2486,2017,6,2017-06,67021.0
Yangpu,2486,2017,7,2017-07,66942.0
Yangpu,2486,2017,8,2017-08,64993.0
Yangpu,2486,2017,9,2017-09,64819.0
Yangpu,2486,2017,10,2017-10,64423.0
Yangpu,2486,2017,11,2017-11,64089.0
Yangpu,2486,2017,12,2017-12,63508.0
Yangpu,2486,2018,6,2018-06,57544.0
Yangpu,2486,2018,7,2018-07,58182.0
Yangpu,2486,2018,8,2018-08,57781.0
Yangpu,2486,2018,9,2018-09,58102.0
Yangpu,2486,2018,10,2018-10,58552.0
Yangpu,2486,2018,11,2018-11,57842.0
Yangpu,2486,2018,12,2018-12,57982.0
Yangpu,2486,2019,1,2019-01,57682.0
Yangpu,2486,2019,2,2019-02,57373.0
Yangpu,2486,2019,3,2019-03,57943.0
Yangpu,2486,2019,4,2019-04,58541.0
Yangpu,2486,2019,5,2019-05,57782.0
Yangpu,2486,2019,6,2019-06,57952.0
Yangpu,2486,2019,7,2019-07,58620.0
Yangpu,2486,2019,8,2019-08,57753.0
Yangpu,2486,2019,9,2019-09,57913.0
Yangpu,2486,2019,10,2019-10,58253.0
Yangpu,2486,2019,11,2019-11,57689.0
Yangpu,2486,2019,12,2019-12,58546.0
Yangpu,2486,2020,1,2020-01,56000.0
Yangpu,2486,2020,2,2020-02,56322.0
Yangpu,2486,2020,3,2020-03,59832.0
Yangpu,2486,2020,4,2020-04,58613.0
Yangpu,2486,2020,5,2020-05,58808.0
Yangpu,2486,2020,6,2020-06,59557.0
Yangpu,2486,2020,7,2020-07,59809.0
Yangpu,2486,2020,8,2020-08,60148.0
Yangpu,2486,2020,9,2020-09,59727.0
Yangpu,2486,2020,10,2020-10,62622.0
Yangpu,2486,2020,11,2020-11,61643.0
Yangpu,2486,2020,12,2020-12,64414.0
Yangpu,2486,2021,1,2021-01,66507.0
Yangpu,2486,2021,2,2021-02,67219.0
Yangpu,2486,2021,3,2021-03,70695.0
Yangpu,2486,2021,4,2021-04,70501.0
Yangpu,2486,2021,5,2021-05,71949.0
Yangpu,2486,2021,6,2021-06,72821.0
Yangpu,2486,2021,7,2021-07,75244.0
Yangpu,2486,2021,8,2021-08,74224.0
Yangpu,2486,2021,9,2021-09,74801.0
Yangpu,2486,2021,10,2021-10,75099.0
Yangpu,2486,2021,11,2021-11,74930.0
Yangpu,2486,2021,12,2021-12,73019.0
Yangpu,2486,2022,1,2022-01,72847.0
Yangpu,2486,2022,2,2022-02,76779.0
Yangpu,2486,2022,3,2022-03,75369.0
Yangpu,2486,2022,4,2022-04,75857.0
Yangpu,2486,2022,5,2022-05,82242.0
Yangpu,2486,2022,6,2022-06,75339.0
Yangpu,2486,2022,7,2022-07,75362.0
