district,district_en,community,title,layout,bedrooms,area_sqm,orientation,decoration,decoration_en,floor_level,floor_level_en,total_floors,build_year,property_age,building_type,building_type_en,total_price_wan,total_price_yuan,unit_price_yuan_sqm,tags,listing_url
xuhui,Xuhui,桂平小区,此房满五业主名下无其他的房子 小区景观房 精装拎包住,2室1厅,2.0,67.68,南,精装,Fully Furnished,中,Mid,6.0,1996.0,29.0,板楼,Slab,458.0,4580000.0,67672.0,近地铁|甄选房|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115774562.html
xuhui,Xuhui,花苑村丁香园,南北直通大两房、一梯两户，单价3.9w，全明、近地铁,2室1厅,2.0,79.14,南 北,简装,Basic Furnished,高,High,6.0,1994.0,31.0,板楼,Slab,310.0,3100000.0,39172.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115718242.html
xuhui,Xuhui,华东花苑,此房满五年，楼层好，朝南客厅，无遮挡，小区环境好,2室1厅,2.0,78.66,南,简装,Basic Furnished,低,Low,7.0,1997.0,28.0,板楼,Slab,420.0,4200000.0,53395.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115324995.html
xuhui,Xuhui,科乐苑,高区采光无遮挡+闹中取静不靠路+全明户型,3室2厅,3.0,130.07,南,简装,Basic Furnished,高,High,24.0,1998.0,27.0,板楼,Slab,948.0,9480000.0,72884.0,近地铁|甄选房|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115188625.html
xuhui,Xuhui,林肯公寓,上海图书馆旁，优秀历史保护建筑，精装修带露台,1室2厅,1.0,48.06,南 北,精装,Fully Furnished,高,High,5.0,,,板楼,Slab,630.0,6300000.0,131087.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112717887.html
xuhui,Xuhui,东方曼哈顿,二期经典两房两卫房型方正看小区全水景！,2室1厅,2.0,93.08,东南 西南,精装,Fully Furnished,低,Low,37.0,2003.0,22.0,塔楼,Tower,1300.0,13000000.0,139665.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107109976900.html
xuhui,Xuhui,虹桥路400弄,全天阳光，位置安静，满五年且一，随时看房，诚意卖,3室1厅,3.0,101.63,南,简装,Basic Furnished,低,Low,18.0,1993.0,32.0,塔楼,Tower,990.0,9900000.0,97413.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107111681219.html
xuhui,Xuhui,广元路190弄,广元路低总价小户型loft小复式诚意出售,1室1厅,1.0,26.94,南,简装,Basic Furnished,低,Low,3.0,1987.0,38.0,板楼,Slab,398.0,3980000.0,147736.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107111656940.html
xuhui,Xuhui,舒乐公寓,15号地铁口，精装修，低总价，价格可谈,2室1厅,2.0,76.16,南,精装,Fully Furnished,低,Low,18.0,1996.0,29.0,塔楼,Tower,370.0,3700000.0,48582.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107112286617.html
xuhui,Xuhui,松风花园,此房一梯两户，朝东南，采光良好，得房率高，诚意出售,2室2厅,2.0,97.81,南,简装,Basic Furnished,,Unknown,6.0,1999.0,26.0,板楼,Slab,580.0,5800000.0,59299.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107110178951.html
xuhui,Xuhui,青松小区,肇家浜路地铁口电梯房，采光不挡，精装自住，西边小户,1室1厅,1.0,48.37,西,精装,Fully Furnished,,Unknown,30.0,1995.0,30.0,塔楼,Tower,400.0,4000000.0,82696.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107107059230.html
xuhui,Xuhui,长峰小区,徐汇滨江一梯两户大两房，有电梯，精装修,2室1厅,2.0,105.22,东,精装,Fully Furnished,中,Mid,10.0,1999.0,26.0,板楼,Slab,709.0,7090000.0,67383.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107113637062.html
xuhui,Xuhui,青松小区,肇嘉浜路地铁口/小户型/总价低/地段好,1室1厅,1.0,48.23,南,简装,Basic Furnished,,Unknown,30.0,1995.0,30.0,塔楼,Tower,450.0,4500000.0,93303.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107109241192.html
xuhui,Xuhui,青松小区,钥匙房地铁口，高区视野好，交通便利，配套成熟,1室1厅,1.0,40.28,北,精装,Fully Furnished,,Unknown,30.0,1995.0,30.0,塔楼,Tower,340.0,3400000.0,84410.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112251506.html
xuhui,Xuhui,交大公寓,大露台，种菜，养鱼，满五尾一，看房方便，ITC旁,3室2厅,3.0,129.04,南,简装,Basic Furnished,低,Low,26.0,1999.0,26.0,,Unknown,1020.0,10200000.0,79046.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107105996468.html
xuhui,Xuhui,虹桥路400弄,高区精装自住三房，满五税低，徐家汇ITC，南模初,3室2厅,3.0,111.97,西南,精装,Fully Furnished,高,High,26.0,1996.0,29.0,板楼,Slab,960.0,9600000.0,85738.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113562638.html
xuhui,Xuhui,舒乐公寓,徐汇区地铁口，近南站，电梯房，业主诚售,1室1厅,1.0,76.16,西北,简装,Basic Furnished,低,Low,18.0,1996.0,29.0,塔楼,Tower,320.0,3200000.0,42017.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107110268723.html
xuhui,Xuhui,虹桥乐庭,高区 东边套三房 视野好 户型正气,3室2厅,3.0,145.56,南 北,精装,Fully Furnished,高,High,28.0,2004.0,21.0,板楼,Slab,2000.0,20000000.0,137401.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107112333317.html
xuhui,Xuhui,宛南二村,格局好，楼层适中，视野宽阔，采光充足，全明户型,2室1厅,2.0,44.71,南,简装,Basic Furnished,低,Low,5.0,1981.0,44.0,板楼,Slab,370.0,3700000.0,82756.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114404579.html
xuhui,Xuhui,裕德大厦,新上电梯2房，户型方正，近地铁，西边套,2室2厅,2.0,89.39,北,简装,Basic Furnished,低,Low,24.0,1997.0,28.0,塔楼,Tower,650.0,6500000.0,72716.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113817606.html
xuhui,Xuhui,松风花园,新上价值房源，地铁口，电梯三房两卫，诚意出售！,3室2厅,3.0,161.5,东南 南,精装,Fully Furnished,,Unknown,20.0,1999.0,26.0,塔楼,Tower,838.0,8380000.0,51889.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107114735472.html
xuhui,Xuhui,舒乐小区,电梯房!电梯房！边套全明户型，看房方便，诚意出售,2室1厅,2.0,95.62,南,简装,Basic Furnished,中,Mid,7.0,1995.0,30.0,板楼,Slab,575.0,5750000.0,60134.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107110500340.html
xuhui,Xuhui,松风花园,新上顶楼复式，15号线地铁口，商场等生活配套齐全,4室2厅,4.0,176.12,东南 南,精装,Fully Furnished,,Unknown,6.0,1999.0,26.0,板楼,Slab,1064.0,10640000.0,60414.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107113701808.html
xuhui,Xuhui,华强公寓,近地铁两房，精装修，中高区采光视野好,2室1厅,2.0,65.9,东,精装,Fully Furnished,中,Mid,25.0,1992.0,33.0,塔楼,Tower,650.0,6500000.0,98635.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107109482263.html
xuhui,Xuhui,龙吴路9弄,此房朝向格局好采光视野好业主诚售看房方便,2室1厅,2.0,58.1,南 北,简装,Basic Furnished,高,High,5.0,1996.0,29.0,板楼,Slab,700.0,7000000.0,120482.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107108836360.html
xuhui,Xuhui,柿子湾小区,满五铂金地段 朝南高区电梯房视野开阔无遮挡位置安静,2室1厅,2.0,53.35,南,精装,Fully Furnished,高,High,6.0,1936.0,89.0,板楼,Slab,520.0,5200000.0,97470.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115370565.html
xuhui,Xuhui,南宜花苑,自住精装修+小区中间位置+业主诚意出售+电梯房,1室1厅,1.0,52.24,南,精装,Fully Furnished,中,Mid,7.0,1996.0,29.0,板楼,Slab,528.0,5280000.0,101072.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113827095.html
xuhui,Xuhui,宛平南路65弄,徐家汇 下楼即享受成熟商圈 交通枢纽,1室1厅,1.0,41.26,南,简装,Basic Furnished,高,High,7.0,1996.0,29.0,板楼,Slab,358.0,3580000.0,86767.0,近地铁|VR看装修|房本满两年,https://sh.lianjia.com/ershoufang/107113457581.html
changning,Changning,绿园一村,电梯中层，精装修！上绿苑，基金会，采光好,2室1厅,2.0,65.16,南,精装,Fully Furnished,中,Mid,6.0,1997.0,28.0,板楼,Slab,285.0,2850000.0,43739.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114320673.html
changning,Changning,法华镇路101弄,法华镇路101弄 2室1厅 南,2室1厅,2.0,54.8,南,精装,Fully Furnished,中,Mid,6.0,1984.0,41.0,板楼,Slab,376.0,3760000.0,68614.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107115438757.html
changning,Changning,新泾一村,2号线北新泾地铁口，边套全明户型，不靠马路采光好,2室1厅,2.0,57.33,南,简装,Basic Furnished,高,High,5.0,1984.0,41.0,板楼,Slab,248.0,2480000.0,43259.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115289589.html
changning,Changning,华松西区（仙霞西路700弄）,刚需小两房，近2号线淞虹路地铁，自住+出租，上绿苑,2室1厅,2.0,43.86,南,精装,Fully Furnished,低,Low,7.0,1995.0,30.0,板楼,Slab,186.0,1860000.0,42408.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107115753655.html
changning,Changning,金虹苑小区,中间楼层 精装修两房 不靠马路 近西郊百联 业主诚售,2室1厅,2.0,54.42,南,精装,Fully Furnished,中,Mid,6.0,1996.0,29.0,板楼,Slab,288.0,2880000.0,52922.0,VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115404998.html
changning,Changning,威宁小区,文艺别墅，洋房即感，电梯高区，全天好采光，拎包入住,1室1厅,1.0,47.83,南,简装,Basic Furnished,高,High,6.0,1991.0,34.0,板楼,Slab,295.0,2950000.0,61677.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115535367.html
changning,Changning,新天地河滨花园,云端高区，苏州河畔，一览无遗，独立车位,3室2厅,3.0,138.27,南,精装,Fully Furnished,高,High,33.0,2011.0,14.0,板楼,Slab,1399.0,13990000.0,101179.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115532714.html
changning,Changning,天台家园,地铁口，低密度小高层，车位充足，动静分离户型,3室2厅,3.0,129.79,南,简装,Basic Furnished,中,Mid,9.0,2003.0,22.0,板楼,Slab,1025.0,10250000.0,78974.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114665397.html
changning,Changning,仁恒河滨花园,高区景观 南北户型，仁恒全景视野，采光好,3室2厅,3.0,179.24,北,精装,Fully Furnished,,Unknown,21.0,2004.0,21.0,板楼,Slab,1590.0,15900000.0,88708.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114878245.html
changning,Changning,锦苑公寓,地铁口，双南全明，低楼层，精装修拎包入住，,2室1厅,2.0,68.89,南 北,精装,Fully Furnished,低,Low,6.0,1993.0,32.0,板楼,Slab,499.0,4990000.0,72435.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115624105.html
changning,Changning,天山怡景苑,地铁2号线、中间位置、2梯2户、有产权车位、南北通透,2室2厅,2.0,103.02,南 北,精装,Fully Furnished,中,Mid,17.0,2009.0,16.0,板楼,Slab,998.0,9980000.0,96875.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115277419.html
changning,Changning,锦阳小区,大面积两室一厅，近地铁商圈成熟，户型南北通边套,3室1厅,3.0,67.53,南 北,简装,Basic Furnished,高,High,6.0,1990.0,35.0,板楼,Slab,365.0,3650000.0,54051.0,近地铁|VR看装修|随时看房,https://sh.lianjia.com/ershoufang/107112743479.html
changning,Changning,虹仙小区,电梯房，小区中间位置，车位充足，有电车充电广场,2室1厅,2.0,65.16,南 北,简装,Basic Furnished,高,High,6.0,1991.0,34.0,板楼,Slab,359.0,3590000.0,55096.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115567353.html
changning,Changning,新乐小区,新乐小区 2室1厅 南,2室1厅,2.0,64.56,南,简装,Basic Furnished,中,Mid,6.0,1995.0,30.0,板楼,Slab,322.8,3228000.0,50000.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115570974.html
changning,Changning,虹仙小区,车位充足，精品改造，纯毛坯，中间楼层，推窗见绿,1室0厅,1.0,37.24,南,毛坯,Bare Shell,中,Mid,6.0,1990.0,35.0,板楼,Slab,176.0,1760000.0,47262.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114508357.html
changning,Changning,上城Uptown,新上南北通户型 满五年 诚意售 看房方便,3室2厅,3.0,158.34,南 北,简装,Basic Furnished,低,Low,18.0,2003.0,22.0,板楼,Slab,1339.0,13390000.0,84565.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115386182.html
changning,Changning,邮航小区,双南户型，采光无遮挡，地铁口小区，生活配套完善,2室0厅,2.0,49.18,南,精装,Fully Furnished,中,Mid,5.0,1981.0,44.0,板楼,Slab,296.0,2960000.0,60188.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115692757.html
changning,Changning,虹桥万博花园,店长力荐~万博高区全南大2房，视野开阔，诚意出售,2室2厅,2.0,107.52,南,精装,Fully Furnished,高,High,28.0,2005.0,20.0,板楼,Slab,960.0,9600000.0,89286.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115618086.html
changning,Changning,虹霞小区,满五年wei一，美丽家园小区，总价低,1室1厅,1.0,33.23,南,简装,Basic Furnished,低,Low,6.0,1987.0,38.0,板楼,Slab,180.0,1800000.0,54168.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115588241.html
changning,Changning,古北国际花园,古北C位 两百万精装 拎包入住  步行街前排瞰景3+1房,3室2厅,3.0,176.11,南 北,精装,Fully Furnished,低,Low,23.0,2006.0,19.0,板楼,Slab,1999.0,19990000.0,113509.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114154401.html
changning,Changning,新中小区,百年愚园路旁，江苏路地铁2/11号线200米，边套全明,1室1厅,1.0,41.39,南,精装,Fully Furnished,中,Mid,5.0,1977.0,48.0,板楼,Slab,320.0,3200000.0,77314.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115234748.html
changning,Changning,上城Uptown,此房买进满五年，新装修可以直接入住，房东诚意出售,1室1厅,1.0,48.48,南 北,简装,Basic Furnished,中,Mid,23.0,2003.0,22.0,板楼,Slab,510.0,5100000.0,105199.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114210713.html
changning,Changning,长江小区,随时可看+满五一+可用+江苏路2.11号线,1室1厅,1.0,35.97,南,简装,Basic Furnished,高,High,6.0,1986.0,39.0,板楼,Slab,209.0,2090000.0,58104.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115379598.html
changning,Changning,虹桥万博花园,确定不看看这套房子？品质新装修+好位置，来电即可看,2室1厅,2.0,111.57,南,精装,Fully Furnished,低,Low,28.0,2004.0,21.0,板楼,Slab,1030.0,10300000.0,92319.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107109651042.html
changning,Changning,兴国大厦,兴国大厦 2室1厅 西北,2室1厅,2.0,81.85,西北,简装,Basic Furnished,低,Low,26.0,1995.0,30.0,塔楼,Tower,599.0,5990000.0,73183.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115686058.html
changning,Changning,威宁小区,花园式住宅，南北通风，全明户型，采光无遮挡,2室1厅,2.0,58.18,南 北,精装,Fully Furnished,高,High,6.0,1990.0,35.0,板楼,Slab,330.0,3300000.0,56721.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114983979.html
changning,Changning,新泾二村,近地铁满五年、税费少、不靠马路、南北通凤看房方便,2室1厅,2.0,52.49,南,精装,Fully Furnished,高,High,6.0,1985.0,40.0,板楼,Slab,258.0,2580000.0,49153.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115126849.html
changning,Changning,古北国际广场,楼间距约120米，全年日照，视野、私密性好,3室2厅,3.0,157.73,南 北,精装,Fully Furnished,中,Mid,29.0,2006.0,19.0,板楼,Slab,1728.0,17280000.0,109555.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114960668.html
changning,Changning,天山中华园,天山板块 罕见户型  采光好  无竞品,2室1厅,2.0,78.81,南 北,简装,Basic Furnished,高,High,13.0,2002.0,23.0,板楼,Slab,688.0,6880000.0,87299.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115584950.html
changning,Changning,金色贝拉维,正三房14xx哪里找，高区景观房，刷卡到户，dushu无忧,3室2厅,3.0,149.11,南,精装,Fully Furnished,高,High,21.0,2007.0,18.0,板楼,Slab,1500.0,15000000.0,100597.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115128891.html
changning,Changning,新天地河滨花园,高区，阳光全天，精装拎包即住，2卫，有车位。,2室2厅,2.0,113.01,南,精装,Fully Furnished,高,High,33.0,2011.0,14.0,板楼,Slab,1150.0,11500000.0,101761.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115695211.html
changning,Changning,安龙小区,近地铁/人生首套房/电影/商场/美发/美甲/菜场,1室0厅,1.0,35.54,南,精装,Fully Furnished,高,High,6.0,1993.0,32.0,板楼,Slab,185.0,1850000.0,52055.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115192962.html
changning,Changning,虹古小区,推窗揽绿意  东边套全明2房一厅,2室1厅,2.0,52.9,东 南,简装,Basic Furnished,高,High,4.0,1990.0,35.0,板楼,Slab,320.0,3200000.0,60492.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115767736.html
changning,Changning,大金更小区,小区美丽家园改造好了，全明边套的房子，你值得拥有,3室0厅,3.0,51.69,南,简装,Basic Furnished,低,Low,6.0,1988.0,37.0,板楼,Slab,335.0,3350000.0,64810.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115130997.html
changning,Changning,西郊华庭,中环内别墅区，低密度，下叠带花园，带车位，全明户型,3室1厅,3.0,167.02,南,精装,Fully Furnished,低,Low,2.0,1998.0,27.0,板楼,Slab,1699.0,16990000.0,101725.0,近地铁|甄选房|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107114452695.html
changning,Changning,芙二小区,南北朝向，楼层好，诚意售房，满五税少，单价低,2室1厅,2.0,52.93,南,简装,Basic Furnished,中,Mid,6.0,1990.0,35.0,板楼,Slab,286.0,2860000.0,54034.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115795161.html
changning,Changning,古龙公寓,长宁中环内，电梯花园洋房，带阁楼，带阁楼,4室2厅,4.0,107.04,南 北,精装,Fully Furnished,高,High,6.0,2004.0,21.0,板楼,Slab,950.0,9500000.0,88752.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115278758.html
changning,Changning,中星美华邨(公寓),公园小区，荷花池畔，装修好，俯瞰美龄故居,3室2厅,3.0,234.6,西南,精装,Fully Furnished,,Unknown,36.0,2011.0,14.0,,Unknown,2299.0,22990000.0,97997.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115454980.html
changning,Changning,程桥二村,精装双南、科技住宅、拎包入住、视野好，有电梯,2室1厅,2.0,54.62,南,精装,Fully Furnished,高,High,6.0,1988.0,37.0,板楼,Slab,259.0,2590000.0,47419.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115161053.html
changning,Changning,古北瑞仕花园,南看步行街，3加1飞机户型，有钥匙满五，价格可沟通！,3室2厅,3.0,165.77,南,精装,Fully Furnished,中,Mid,19.0,2006.0,19.0,板楼,Slab,2088.0,20880000.0,125958.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107110572485.html
changning,Changning,安顺路231弄,双轨之间，总价低，出租自住都不错,1室0厅,1.0,33.58,南,简装,Basic Furnished,高,High,6.0,1981.0,44.0,板楼,Slab,170.0,1700000.0,50626.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115343226.html
changning,Changning,春天花园,上叠别墅，中间位置不靠路，60平南北露台，双车位,4室2厅,4.0,235.75,南,精装,Fully Furnished,中,Mid,5.0,2003.0,22.0,板楼,Slab,2280.0,22800000.0,96713.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115439040.html
changning,Changning,王金更小区,新出好楼层 小三房  双阳台 外观新 瓷砖外立面,3室2厅,3.0,98.9,南,简装,Basic Furnished,中,Mid,6.0,2000.0,25.0,板楼,Slab,536.0,5360000.0,54197.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115645909.html
changning,Changning,虹桥新城,高楼层塔楼多个房间能看到浦东三件套的大两房,2室2厅,2.0,105.76,南,精装,Fully Furnished,高,High,32.0,2002.0,23.0,塔楼,Tower,860.0,8600000.0,81317.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115740928.html
changning,Changning,新华公寓,内环徐家汇新华板块高档社区南北通边套全明一梯两户,3室2厅,3.0,124.07,南 北,精装,Fully Furnished,低,Low,15.0,1999.0,26.0,板楼,Slab,998.0,9980000.0,80439.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115612641.html
changning,Changning,金菊小区,边套全明，上适存，花园位置，好停车，随时看房，满5,2室1厅,2.0,64.0,南,精装,Fully Furnished,高,High,6.0,1995.0,30.0,板楼,Slab,288.0,2880000.0,45000.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115707268.html
changning,Changning,通协小区,二号线地铁口，2005年小区，宜家荟聚旁，配套齐全,3室1厅,3.0,108.56,南,简装,Basic Furnished,高,High,6.0,2005.0,20.0,板楼,Slab,555.0,5550000.0,51124.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115376171.html
changning,Changning,郁庭峰,02年商品房 高品质 全明户型三房两卫 采光无遮挡,3室2厅,3.0,133.75,南,精装,Fully Furnished,低,Low,11.0,2002.0,23.0,板楼,Slab,770.0,7700000.0,57571.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115532200.html
changning,Changning,虹梅花苑,带租约，拎包入住，1房朝南，户型方正。,1室1厅,1.0,35.95,南,精装,Fully Furnished,低,Low,6.0,1994.0,31.0,板楼,Slab,175.0,1750000.0,48679.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115689281.html
changning,Changning,金菊小区,一梯两户，双南全明，视野开阔采光好，得房率高,2室1厅,2.0,64.29,南,简装,Basic Furnished,高,High,6.0,1994.0,31.0,板楼,Slab,320.0,3200000.0,49775.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115181869.html
changning,Changning,馨兰小区,一梯二户 南北全明 采光好 上绿苑 诚心卖 得房率高,2室1厅,2.0,66.34,南,精装,Fully Furnished,低,Low,6.0,1997.0,28.0,板楼,Slab,320.0,3200000.0,48237.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115650733.html
changning,Changning,虹园一村,新出房源，一梯两户，双南全明户型，空关有钥匙,2室1厅,2.0,66.13,东南,毛坯,Bare Shell,低,Low,6.0,1995.0,30.0,板楼,Slab,399.0,3990000.0,60336.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115399065.html
changning,Changning,虹桥城市花园(公寓),内环边小高层，南北户型双阳台无遮挡，满五年，有钥匙,3室2厅,3.0,128.76,南,简装,Basic Furnished,低,Low,11.0,2002.0,23.0,板楼,Slab,1087.0,10870000.0,84421.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107111200592.html
changning,Changning,虹桥高登花园,中间楼层！电梯两房！！商圈少有！！！,2室2厅,2.0,101.19,南 北,简装,Basic Furnished,中,Mid,6.0,1994.0,31.0,板楼,Slab,399.0,3990000.0,39431.0,甄选房|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115474209.html
changning,Changning,古北瑞仕花园,古北瑞仕花园满五、户型方正南北通、带车位看房随时,2室2厅,2.0,125.68,南,简装,Basic Furnished,低,Low,28.0,2006.0,19.0,板楼,Slab,1500.0,15000000.0,119351.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115797508.html
changning,Changning,强生古北花园,一梯一户南北靠步行街高区景观产权车位,3室2厅,3.0,158.86,南,精装,Fully Furnished,高,High,20.0,2007.0,18.0,板楼,Slab,1815.0,18150000.0,114252.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115618151.html
changning,Changning,天山河畔花园,此房视野格局好，采光刺眼，南看小区绿化，北看苏州河,3室2厅,3.0,143.87,南,精装,Fully Furnished,高,High,24.0,2005.0,20.0,板楼,Slab,1318.0,13180000.0,91611.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114186539.html
changning,Changning,华丽家族古北花园,满五年，自主两年装修，物业管理好，小区外墙历久弥新,3室1厅,3.0,201.94,南 北,精装,Fully Furnished,中,Mid,17.0,2005.0,20.0,板楼,Slab,2600.0,26000000.0,128752.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115336359.html
changning,Changning,上海花城,小区后排高区南北两房 南看花园+北看苏州河 业主诚售,2室2厅,2.0,106.79,南,精装,Fully Furnished,,Unknown,9.0,2000.0,25.0,板楼,Slab,880.0,8800000.0,82405.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107115592056.html
changning,Changning,通协小区,二号淞虹路 近荟聚高区电梯房，视野好精装修。,1室1厅,1.0,55.01,南,精装,Fully Furnished,高,High,13.0,2005.0,20.0,板楼,Slab,330.0,3300000.0,59990.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115606125.html
changning,Changning,北平南园,电梯洋房，好停车，环境好，房龄新,2室2厅,2.0,89.8,南 北,简装,Basic Furnished,中,Mid,7.0,2015.0,10.0,板楼,Slab,645.0,6450000.0,71827.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115046921.html
changning,Changning,古北瑞仕花园,"小区仅4席特殊户型,带露台带地下产权车位随时看房!",3室2厅,3.0,175.82,南 北,精装,Fully Furnished,低,Low,29.0,2006.0,19.0,板楼,Slab,2150.0,21500000.0,122285.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115333937.html
