district,district_en,community,title,layout,bedrooms,area_sqm,orientation,decoration,decoration_en,floor_level,floor_level_en,total_floors,build_year,property_age,building_type,building_type_en,total_price_wan,total_price_yuan,unit_price_yuan_sqm,tags,listing_url
huangpu,Huangpu,思南新苑,思南新苑 精装南北2房  2卫生间 有地下产权车位近地铁,2室2厅,2.0,104.99,南 北,精装,Fully Furnished,,Unknown,30.0,2003.0,22.0,板楼,Slab,1360.0,13600000.0,129537.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115620941.html
huangpu,Huangpu,康绥公寓,淮海中路上老公寓 层高3米2 南北通 优秀历史建筑,2室1厅,2.0,83.49,南,精装,Fully Furnished,中,Mid,4.0,1935.0,90.0,板楼,Slab,898.0,8980000.0,107558.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115679469.html
huangpu,Huangpu,锦麟天地雅苑,新天地一梯一户大四房 带车位 南北通透 诚意出售,4室2厅,4.0,260.44,南 北,简装,Basic Furnished,,Unknown,30.0,2005.0,20.0,板楼,Slab,4170.0,41700000.0,160114.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115021158.html
huangpu,Huangpu,建德小区,中间楼层 全明房型 视野采光好 低总价 近地铁医院商场,2室1厅,2.0,42.02,南,简装,Basic Furnished,中,Mid,6.0,1976.0,49.0,板楼,Slab,458.0,4580000.0,108996.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115519988.html
huangpu,Huangpu,宁波小区,南京东路板块＋小户型＋格至＋电梯＋采光视野好,1室1厅,1.0,31.49,南,简装,Basic Furnished,高,High,6.0,1985.0,40.0,板楼,Slab,460.0,4600000.0,146079.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114910481.html
huangpu,Huangpu,黄浦众鑫城,高区精装拎包入住+8/10老西门双轨交+业主诚意税少,2室2厅,2.0,119.98,南,精装,Fully Furnished,高,High,29.0,2002.0,23.0,板楼,Slab,1250.0,12500000.0,104185.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107106408982.html
huangpu,Huangpu,黄浦新苑西区,新上高区三房，全明边套户型，采光视野无遮挡，有车位,3室2厅,3.0,127.11,南 北,简装,Basic Furnished,高,High,31.0,2001.0,24.0,板楼,Slab,1298.0,12980000.0,102117.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115681705.html
huangpu,Huangpu,建德小区,楼层好、双南房型、总价低、近医院、9号线、日月光,2室0厅,2.0,36.6,南,毛坯,Bare Shell,中,Mid,5.0,1974.0,51.0,板楼,Slab,388.0,3880000.0,106011.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115064584.html
huangpu,Huangpu,金外滩花园,全明户型，全落地窗，开窗见绿，居住舒服接地气，,3室2厅,3.0,161.84,南,毛坯,Bare Shell,,Unknown,27.0,2006.0,19.0,板楼,Slab,1788.0,17880000.0,110480.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114499711.html
huangpu,Huangpu,华润外滩九里,此房楼层好，小区安静位置，全落地窗朝南看小区花园,4室2厅,4.0,246.8,南,精装,Fully Furnished,,Unknown,13.0,2011.0,14.0,板楼,Slab,3350.0,33500000.0,135738.0,VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107109762200.html
huangpu,Huangpu,海玥黄浦源,海玥东边套高区 苏州河S湾+陆家嘴景观 全屋奢装高定,4室2厅,4.0,237.24,南,精装,Fully Furnished,中,Mid,50.0,2026.0,-1.0,板楼,Slab,3850.0,38500000.0,162283.0,近地铁|甄选房|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114830201.html
huangpu,Huangpu,永业公寓,地铁马当路，前排看公园，人车分流，阳光充足,3室2厅,3.0,137.51,南 北,精装,Fully Furnished,低,Low,33.0,2008.0,17.0,板楼,Slab,2098.0,20980000.0,152571.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115548923.html
huangpu,Huangpu,永业仁德坊,空间大，四房南北通户型，看房方便。,4室2厅,4.0,167.18,南 北,精装,Fully Furnished,低,Low,33.0,2001.0,24.0,板楼,Slab,1160.0,11600000.0,69387.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115554180.html
huangpu,Huangpu,西凌新邨,高区精装2室，视野佳，地铁沿线配套齐全，业主诚售,2室1厅,2.0,73.61,西南 北,精装,Fully Furnished,高,High,32.0,1995.0,30.0,塔楼,Tower,510.0,5100000.0,69285.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115635351.html
huangpu,Huangpu,西凌新邨,西凌新上高区双南两房，业主诚意出售,2室2厅,2.0,83.16,南,精装,Fully Furnished,高,High,32.0,1993.0,32.0,塔楼,Tower,655.0,6550000.0,78764.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115737186.html
huangpu,Huangpu,丽文小区,丽园公园旁，美丽家园已做，一梯三户，马当路地铁口,2室1厅,2.0,48.03,南 北,精装,Fully Furnished,中,Mid,7.0,1985.0,40.0,板楼,Slab,388.0,3880000.0,80783.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115754238.html
huangpu,Huangpu,永业公寓,南北通户型，2T2户，力推，看房随时约,2室2厅,2.0,123.68,南,简装,Basic Furnished,中,Mid,35.0,2003.0,22.0,板楼,Slab,1550.0,15500000.0,125324.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115610796.html
huangpu,Huangpu,露香园,高楼层，总价低，3+1房3卫，独层独用！,3室1厅,3.0,209.05,南,精装,Fully Furnished,高,High,18.0,,,板楼,Slab,3000.0,30000000.0,143507.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114853552.html
huangpu,Huangpu,经纬公寓,新天地板块，中高区大两房，三开间朝南，全明户型,2室2厅,2.0,138.51,南,精装,Fully Furnished,中,Mid,22.0,1995.0,30.0,板楼,Slab,1380.0,13800000.0,99632.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115144337.html
huangpu,Huangpu,锦绣家园,有车位！户型方正，光线刺眼，半人车分流,3室2厅,3.0,145.08,南,精装,Fully Furnished,高,High,18.0,2000.0,25.0,板楼,Slab,1228.0,12280000.0,84643.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113502621.html
huangpu,Huangpu,明德坊,出门600米享日月光步行街和地铁站,2室2厅,2.0,107.33,东南 南 西南,精装,Fully Furnished,低,Low,24.0,1999.0,26.0,板楼,Slab,758.0,7580000.0,70624.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107113764213.html
huangpu,Huangpu,蒙西小区,诚意出售，靠地铁口，靠公园。寻找有缘人,1室1厅,1.0,34.56,南,简装,Basic Furnished,低,Low,7.0,1994.0,31.0,板楼,Slab,299.0,2990000.0,86517.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114833653.html
huangpu,Huangpu,济南路8号,五星管家式服务 全落地窗 正看浦东四件套 随时可看房,1室2厅,1.0,82.74,东 东南,精装,Fully Furnished,中,Mid,31.0,1998.0,27.0,塔楼,Tower,828.0,8280000.0,100073.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107111170511.html
huangpu,Huangpu,华盛大公馆,人广新挂高区2房全南带2卫板式全明包包随时用,2室2厅,2.0,112.29,南,精装,Fully Furnished,中,Mid,32.0,2004.0,21.0,板楼,Slab,1299.0,12990000.0,115683.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115221937.html
huangpu,Huangpu,丽园新村,小户型全明总价低业主诚意出售，位置安静配套齐全,1室0厅,1.0,23.18,北,精装,Fully Furnished,低,Low,6.0,1980.0,45.0,板楼,Slab,218.0,2180000.0,94047.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107115764970.html
huangpu,Huangpu,耀江花园,户型方正带飘窗，前排采光无遮挡,2室1厅,2.0,103.84,南,精装,Fully Furnished,低,Low,26.0,2004.0,21.0,板楼,Slab,1250.0,12500000.0,120378.0,近地铁|VR看装修|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114063577.html
huangpu,Huangpu,海琪园,高区三开间朝南，阳光全天，还能看江景！,2室1厅,2.0,109.94,南,精装,Fully Furnished,,Unknown,31.0,2003.0,22.0,板楼,Slab,1300.0,13000000.0,118247.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115379108.html
huangpu,Huangpu,中福浦江汇,此房满五年近地铁，采光好，总价低,1室1厅,1.0,45.03,南,简装,Basic Furnished,低,Low,32.0,2014.0,11.0,板楼,Slab,398.0,3980000.0,88386.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115257054.html
huangpu,Huangpu,新中苑,新中苑小三房 中区 视野采光好 有钥匙 近地铁4/8号线,3室2厅,3.0,119.85,南,精装,Fully Furnished,中,Mid,31.0,1999.0,26.0,板楼,Slab,935.0,9350000.0,78015.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115536330.html
huangpu,Huangpu,阳光翠竹苑,热搜房源 带空中花园 有车位 两梯两户 有会所 急售,3室2厅,3.0,146.47,南 北,精装,Fully Furnished,低,Low,33.0,2004.0,21.0,板楼,Slab,1399.0,13990000.0,95515.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115117614.html
huangpu,Huangpu,通达大厦,通达大厦：复式大三房、壹口价诚售、找链家随时看房！,3室2厅,3.0,166.85,南 北,精装,Fully Furnished,高,High,23.0,1998.0,27.0,塔楼,Tower,950.0,9500000.0,56938.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115369514.html
huangpu,Huangpu,新家坡园景苑,新挂牌小区不错全明2房高区视野开阔无遮挡3条地铁出行,2室1厅,2.0,77.99,南,精装,Fully Furnished,中,Mid,34.0,1999.0,26.0,塔楼,Tower,798.0,7980000.0,102321.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115754325.html
huangpu,Huangpu,巴士小区,新天地南北通大三房，功能型很强,3室2厅,3.0,109.26,南,简装,Basic Furnished,低,Low,7.0,1993.0,32.0,板楼,Slab,950.0,9500000.0,86949.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115455553.html
huangpu,Huangpu,中海建国里,中间位置，四周不靠马路，好楼层，含B1大车位，次新房,3室2厅,3.0,152.21,南,精装,Fully Furnished,中,Mid,36.0,2020.0,5.0,板楼,Slab,2840.0,28400000.0,186585.0,近地铁|甄选房|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107113329957.html
huangpu,Huangpu,威海苑,稀有房源 高区3/1/1 全明 南 南京西路美景尽收,3室2厅,3.0,104.64,南 西南 北,简装,Basic Furnished,高,High,18.0,1999.0,26.0,塔楼,Tower,778.0,7780000.0,74351.0,近地铁|甄选房|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115580228.html
huangpu,Huangpu,明德坊,精装修38W，海华＋卢湾，绿化高,2室1厅,2.0,92.93,南,精装,Fully Furnished,低,Low,20.0,1999.0,26.0,塔楼,Tower,788.0,7880000.0,84796.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115544985.html
huangpu,Huangpu,惠达大厦,老西门地铁口 阔绰大两房 闹中取静 采光视野开阔,2室2厅,2.0,117.87,南,精装,Fully Furnished,中,Mid,15.0,2003.0,22.0,塔楼,Tower,828.0,8280000.0,70247.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115199579.html
huangpu,Huangpu,蒙西小区,电梯平层，双南两房，全明户型，满五唯.一，房东诚售,2室1厅,2.0,57.43,南,精装,Fully Furnished,中,Mid,5.0,1980.0,45.0,板楼,Slab,520.0,5200000.0,90546.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115730198.html
huangpu,Huangpu,香港广场,新天地、淮海中路600多万入住高品质两房，物业好,1室2厅,1.0,98.39,东,精装,Fully Furnished,中,Mid,38.0,1997.0,28.0,塔楼,Tower,668.0,6680000.0,67894.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112565752.html
huangpu,Huangpu,金鹿大楼,金鹿大楼 1室1厅 东,1室1厅,1.0,45.05,东,精装,Fully Furnished,中,Mid,20.0,1992.0,33.0,塔楼,Tower,315.0,3150000.0,69923.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107115796105.html
huangpu,Huangpu,中山南路1768弄,1990年小区，近4/8号地铁，上外+大同，得房率80.35%,2室1厅,2.0,57.87,南,精装,Fully Furnished,中,Mid,6.0,1990.0,35.0,板楼,Slab,558.0,5580000.0,96424.0,近地铁|VR看装修|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107111240661.html
huangpu,Huangpu,上海滩花园,外滩旁方正全明4房户型，花园社区，央企物业,4室2厅,4.0,156.43,南 北,精装,Fully Furnished,,Unknown,27.0,2008.0,17.0,板楼,Slab,2188.0,21880000.0,139871.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115202769.html
huangpu,Huangpu,复地雅园公馆,外滩2021年次新房南北通两房刷卡到户有车位,2室1厅,2.0,108.0,南 北,精装,Fully Furnished,低,Low,20.0,2020.0,5.0,板楼,Slab,1780.0,17800000.0,164815.0,近地铁|VR看装修|随时看房,https://sh.lianjia.com/ershoufang/107112391077.html
huangpu,Huangpu,泰康小区,泰康小区 2室1厅 南 北,2室1厅,2.0,46.92,南 北,精装,Fully Furnished,高,High,7.0,1994.0,31.0,板楼,Slab,460.0,4600000.0,98040.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114002719.html
huangpu,Huangpu,德昌公寓,德昌公寓高区三房，几百万华丽装修！,3室2厅,3.0,153.36,南,精装,Fully Furnished,高,High,18.0,2000.0,25.0,板楼,Slab,1500.0,15000000.0,97810.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114095167.html
huangpu,Huangpu,白玉兰家园,白玉兰家园 2室2厅 南,2室2厅,2.0,109.32,南,精装,Fully Furnished,高,High,8.0,2001.0,24.0,板楼,Slab,1498.0,14980000.0,137029.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114054931.html
huangpu,Huangpu,宏泰公寓,人民广场新出朝南大两房，业主主动挂牌，好看好谈好签,2室2厅,2.0,131.75,南,精装,Fully Furnished,中,Mid,33.0,2000.0,25.0,塔楼,Tower,1160.0,11600000.0,88046.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107112484304.html
huangpu,Huangpu,复地雅园公馆,2021年次新房，户型方正，小区闹中取静,3室2厅,3.0,154.19,南 北,精装,Fully Furnished,中,Mid,17.0,2020.0,5.0,板楼,Slab,2700.0,27000000.0,175109.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107110479924.html
huangpu,Huangpu,明日星城（一期）,明日星城南北通精装大三房，视野开阔,3室2厅,3.0,119.46,南,精装,Fully Furnished,低,Low,34.0,2002.0,23.0,板楼,Slab,1198.0,11980000.0,100285.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107111577995.html
huangpu,Huangpu,绿地海珀外滩(一期),2022年次新房，层高3.6米，蓬二，绿地Top系列，全智能,4室1厅,4.0,261.82,南,精装,Fully Furnished,,Unknown,20.0,2022.0,3.0,板楼,Slab,6000.0,60000000.0,229166.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107111314443.html
huangpu,Huangpu,中华东波小区,大同，户型正气3房，业主诚意出售，全明户型,3室2厅,3.0,125.06,南 北,精装,Fully Furnished,高,High,21.0,2000.0,25.0,塔楼,Tower,1098.0,10980000.0,87798.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107111959444.html
huangpu,Huangpu,豫景公寓,豫景公寓：黄浦露台30平米 装修标准100万，居家自住,3室2厅,3.0,142.17,南 北,精装,Fully Furnished,低,Low,27.0,2000.0,25.0,塔楼,Tower,1199.0,11990000.0,84336.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107112043125.html
huangpu,Huangpu,华润外滩九里,南外滩精致小户型、双开间朝南 ，华润打造、华润物业,1室2厅,1.0,73.86,南,精装,Fully Furnished,,Unknown,23.0,2010.0,15.0,板楼,Slab,1100.0,11000000.0,148931.0,VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107110567536.html
huangpu,Huangpu,绿地海珀黄浦,此房位置好不靠马路 1梯1户 近6米横厅 百万软装,3室2厅,3.0,149.94,南,精装,Fully Furnished,,Unknown,23.0,2016.0,9.0,板楼,Slab,3300.0,33000000.0,220089.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107106905014.html
huangpu,Huangpu,泰康路21号,新上房源+一室户+低总价+适合附近上班,1室1厅,1.0,36.45,南,其他,Other,高,High,6.0,1988.0,37.0,板楼,Slab,345.0,3450000.0,94651.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115159605.html
huangpu,Huangpu,金外滩花园,低总价 （全落地窗江景房） 开窗见绿 正对花园,1室1厅,1.0,80.91,南,精装,Fully Furnished,,Unknown,32.0,2006.0,19.0,板楼,Slab,1350.0,13500000.0,166853.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113195632.html
huangpu,Huangpu,绿地海珀黄浦,绿地海珀系住宅，房东诚意出售，一手买进，自住保养好,2室2厅,2.0,91.82,南,精装,Fully Furnished,,Unknown,32.0,2016.0,9.0,板楼,Slab,1580.0,15800000.0,172076.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107112462755.html
huangpu,Huangpu,滨江名人苑,视野开阔，全明户型，方正3房，外滩江畔，近地铁,3室2厅,3.0,147.02,南 北,精装,Fully Furnished,,Unknown,31.0,2004.0,21.0,板楼,Slab,1789.0,17890000.0,121685.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107109084035.html
huangpu,Huangpu,南吉公寓,大同初级景观房近地铁3轨交汇精装,4室2厅,4.0,136.74,东南,精装,Fully Furnished,高,High,21.0,1999.0,26.0,板楼,Slab,1180.0,11800000.0,86296.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114970714.html
huangpu,Huangpu,复兴珑御一期,新天地朝南四房中区楼层  3100万产权车位另算,4室2厅,4.0,185.23,南,精装,Fully Furnished,,Unknown,26.0,2017.0,8.0,板楼,Slab,3100.0,31000000.0,167360.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107111912938.html
huangpu,Huangpu,黄浦滩名苑,2015年新房，南北通 看小区绿化 得房率高,2室2厅,2.0,116.48,南 北,精装,Fully Furnished,低,Low,20.0,2016.0,9.0,板楼,Slab,2050.0,20500000.0,175996.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107106577824.html
huangpu,Huangpu,蒙自路601弄,配套设施齐全，交通便利，总价低。近地铁13号线。,2室1厅,2.0,53.92,西,简装,Basic Furnished,高,High,6.0,1986.0,39.0,板楼,Slab,398.0,3980000.0,73814.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114321137.html
huangpu,Huangpu,中福花苑,黄浦复式住宅，斥巨资装修，近地铁，高得房率,3室1厅,3.0,82.48,南,精装,Fully Furnished,低,Low,19.0,2003.0,22.0,塔楼,Tower,750.0,7500000.0,90932.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113987911.html
huangpu,Huangpu,桃源新村,大世界地铁口淮海路电梯小高层双阳台采光好 万竹,2室1厅,2.0,99.09,南,简装,Basic Furnished,高,High,7.0,1999.0,26.0,板楼,Slab,1080.0,10800000.0,108992.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114867303.html
huangpu,Huangpu,复地雅园公馆,得房率高户型正气位置安静交通便利，地理位置佳,4室2厅,4.0,177.5,南,精装,Fully Furnished,低,Low,17.0,2006.0,19.0,板楼,Slab,2000.0,20000000.0,112677.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107110534463.html
huangpu,Huangpu,新华南园大厦,黄浦滨江板块，04年商品房，朝南一室户，精装修,1室2厅,1.0,75.46,南,精装,Fully Furnished,低,Low,28.0,2004.0,21.0,塔楼,Tower,428.0,4280000.0,56719.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114200787.html
huangpu,Huangpu,耀江花园,高区一线江景，双轨交全南两房，闹中取静，房子有车位,2室2厅,2.0,111.81,南,精装,Fully Furnished,高,High,34.0,2004.0,21.0,板楼,Slab,1480.0,14800000.0,132368.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114427214.html
huangpu,Huangpu,越纪公寓,一室户，楼层好，全明户型，业主诚意出售，看房方便,1室1厅,1.0,55.15,东,精装,Fully Furnished,中,Mid,25.0,1992.0,33.0,,Unknown,599.0,5990000.0,108613.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107109092447.html
huangpu,Huangpu,中山南路1768弄,近4/8号线地铁，边套2房，得房率85%，上外+大,2室1厅,2.0,78.5,东南,精装,Fully Furnished,中,Mid,6.0,1990.0,35.0,板楼,Slab,788.0,7880000.0,100383.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113993170.html
huangpu,Huangpu,中福花苑,满五年，楼层好，视野好，精装修，产权清晰,2室2厅,2.0,82.48,南,精装,Fully Furnished,低,Low,19.0,2003.0,22.0,塔楼,Tower,760.0,7600000.0,92144.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107110669034.html
huangpu,Huangpu,复兴珑御一期,顶豪高奢酒店式户型，私享会所+生态园林，戴维斯物业,2室1厅,2.0,88.38,南 北,精装,Fully Furnished,,Unknown,35.0,2017.0,8.0,板楼,Slab,1950.0,19500000.0,220639.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107111371445.html
huangpu,Huangpu,瑞德公寓,建德路电梯大三房，高区景观视野好,3室2厅,3.0,135.17,南,毛坯,Bare Shell,高,High,26.0,1998.0,27.0,,Unknown,1230.0,12300000.0,90997.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114579368.html
huangpu,Huangpu,佳成大厦(公寓),佳成大厦(公寓) 3室2厅 南 东南,3室2厅,3.0,103.17,南 东南,精装,Fully Furnished,高,High,17.0,2006.0,19.0,板楼,Slab,1180.0,11800000.0,114375.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115311030.html
huangpu,Huangpu,馥公馆,露香园，精装两房，带会所泳池，全新装修拎包住,2室2厅,2.0,172.05,南,精装,Fully Furnished,中,Mid,17.0,2014.0,11.0,塔楼,Tower,2260.0,22600000.0,131358.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107114604064.html
huangpu,Huangpu,通达大厦,外滩滨江复式，近绿地外滩金融城边，小南门地铁口。,5室3厅,5.0,231.62,南,精装,Fully Furnished,高,High,23.0,1998.0,27.0,塔楼,Tower,2100.0,21000000.0,90666.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107111851129.html
huangpu,Huangpu,耀江花园,上外，此房是前排江景房，视野很好、业主诚意出售,3室2厅,3.0,128.29,南 西北,精装,Fully Furnished,中,Mid,26.0,2004.0,21.0,板楼,Slab,2000.0,20000000.0,155897.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107110340992.html
huangpu,Huangpu,威海苑,房内明亮视野开阔，前眺人民广场博物馆，南京路步行街,3室2厅,3.0,150.26,东南,精装,Fully Furnished,高,High,18.0,1999.0,26.0,塔楼,Tower,1498.0,14980000.0,99694.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107113230777.html
huangpu,Huangpu,蒙西小区,1994年电梯房 1层3户 得房率80%  南北全明,2室1厅,2.0,60.04,南,精装,Fully Furnished,中,Mid,7.0,1994.0,31.0,板楼,Slab,580.0,5800000.0,96603.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115060992.html
huangpu,Huangpu,滨江名人苑,前排高区视野开阔+采光充足+黄浦滨江外滩+业主诚售,2室2厅,2.0,102.5,南,精装,Fully Furnished,,Unknown,31.0,2004.0,21.0,板楼,Slab,1220.0,12200000.0,119025.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107112588532.html
huangpu,Huangpu,金外滩花园,【外滩醉美江景】看陆家嘴三件套|全江景落地窗,3室2厅,3.0,175.18,南,精装,Fully Furnished,,Unknown,32.0,2006.0,19.0,板楼,Slab,2450.0,24500000.0,139857.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107111571517.html
huangpu,Huangpu,金外滩花园,高区江景+南北直通双阳台+人车分流，空中花园跑道,3室2厅,3.0,170.72,东南 南,精装,Fully Furnished,,Unknown,31.0,2006.0,19.0,板楼,Slab,2990.0,29900000.0,175141.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107108214812.html
huangpu,Huangpu,长新大楼,⭐⭐⭐⭐⭐人广学趣房，电梯高层观景精装修一房总价低,1室1厅,1.0,36.62,西北,精装,Fully Furnished,高,High,21.0,1986.0,39.0,,Unknown,450.0,4500000.0,122884.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107103812725.html
huangpu,Huangpu,桃源新村,淮海路商圈＋8号10号线双轨交＋户型格局方正,3室1厅,3.0,108.47,南,简装,Basic Furnished,低,Low,7.0,1988.0,37.0,板楼,Slab,985.0,9850000.0,90809.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107114357632.html
huangpu,Huangpu,五里桥路269弄,五里桥路269弄 2室1厅 南,2室1厅,2.0,62.59,南,精装,Fully Furnished,中,Mid,6.0,1983.0,42.0,板楼,Slab,595.0,5950000.0,95064.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115368817.html
huangpu,Huangpu,海玥黄浦源,海玥系列TOP楼盘，东边套景观户型⭐⭐⭐⭐⭐⭐,4室2厅,4.0,233.07,南 北,精装,Fully Furnished,低,Low,50.0,,,板楼,Slab,3490.0,34900000.0,149741.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114947146.html
huangpu,Huangpu,华润外滩九里,外滩江畔大平层 法式园林双会所 2梯1户带子母车位,4室2厅,4.0,317.73,南,精装,Fully Furnished,,Unknown,24.0,2011.0,14.0,板楼,Slab,4350.0,43500000.0,136909.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107113885887.html
huangpu,Huangpu,百花公寓,店长推荐带露台，全明三房，采光好,3室2厅,3.0,125.21,南,简装,Basic Furnished,高,High,7.0,1998.0,27.0,板楼,Slab,1098.0,10980000.0,87693.0,近地铁|VR看装修|房本满两年,https://sh.lianjia.com/ershoufang/107114026188.html
huangpu,Huangpu,市民新村(黄浦),市民新村：中间3楼（*）小区中间安静，随时看,2室1厅,2.0,45.27,南 北,简装,Basic Furnished,中,Mid,6.0,1965.0,60.0,板楼,Slab,556.0,5560000.0,122819.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107111448376.html
huangpu,Huangpu,黄浦华庭,2010年新小区，比邻蓬莱公园，南北通全明户型,3室1厅,3.0,144.93,南,精装,Fully Furnished,,Unknown,29.0,2010.0,15.0,板楼,Slab,1538.0,15380000.0,106121.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114255728.html
