district,community,title,house_info,total_price_wan,unit_price_raw,tags,listing_url
putuo,华师大三村,精装修低楼层三房，大渡河路站地铁口一梯两户商品房,3室1厅 | 86.16平米 | 南 北 | 精装 | 低楼层(共6层) | 1998年 | 板楼,590万,"68,478元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115496036.html
putuo,顺达公寓,日照充足，诚意出售，总价低，小高层，电梯房,2室2厅 | 100.66平米 | 南 | 简装 | 低楼层(共11层) | 1997年 | 板塔结合,468万,"46,494元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115308060.html
putuo,宜川路330号,大区甄选 电梯房 双南户型  州边找不到第二套,2室1厅 | 79.89平米 | 南 | 简装 | 高楼层(共12层) | 1993年 | 塔楼,348万,"43,560元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115795165.html
putuo,荣联公寓,苏州河景观房，边套南北通，三阳台双卫，两梯四户,2室2厅 | 118.7平米 | 南 | 简装 | 中楼层(共16层) | 1996年 | 板楼,638万,"53,749元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115518276.html
putuo,桃浦二村永汇新苑,低楼层精装三房，两卫两卫两卫！！！,3室1厅 | 100.49平米 | 南 | 精装 | 低楼层(共6层) | 2003年 | 板楼,365万,"36,323元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115134718.html
putuo,双山小区,精制小户型 总价低 楼层好 户型好房龄新 近地铁500米,1室0厅 | 28.54平米 | 南 | 精装 | 中楼层(共6层) | 1993年 | 板楼,139万,"48,704元/平",近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115595280.html
putuo,新湖明珠城三期,高区楼层，落地大阳台，看下去是公园绿化和苏州河河景,2室2厅 | 120.35平米 | 东南 南 | 精装 | 高楼层(共33层) | 2007年 | 板楼,1088万,"90,403元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115517534.html
putuo,万里雅筑,地铁口+楼层好+南北格局+诚意出售,2室2厅 | 103.94平米 | 南 | 精装 | 中楼层(共14层) | 2006年 | 板楼,708万,"68,117元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115273798.html
putuo,风华水岸,南北全明楼层好+M五+生活方便+无抵押无纠纷+看房方便,3室2厅 | 142.91平米 | 南 | 简装 | 高楼层(共15层) | 2008年 | 板楼,1199万,"83,899元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114012302.html
putuo,桃浦七村雪松苑,强烈推荐，外环外，近地铁，中间位置，值得一选,1室1厅 | 43.79平米 | 南 | 简装 | 高楼层(共6层) | 1995年 | 板楼,125万,"28,546元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115578382.html
putuo,桃浦七村雪松苑,中间位置，采光无遮挡，看房随时约,2室0厅 | 49.78平米 | 南 | 简装 | 低楼层(共6层) | 1995年 | 板楼,159万,"31,941元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115311079.html
putuo,象源丽都,精装修，电梯一房，近地铁，配套成熟，业主诚意出售,1室1厅 | 59.16平米 | 南 北 | 精装 | 低楼层(共10层) | 2004年 | 板楼,408万,"68,966元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115783470.html
putuo,桃浦七村雪松苑,中间位置，采光无遮挡，看房随时约,2室0厅 | 49.78平米 | 南 | 简装 | 低楼层(共6层) | 1995年 | 板楼,159万,"31,941元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115311079.html
putuo,宜川六村,运营总推荐 双南全明 近地铁 好楼层 诚意出售随时看房,2室1厅 | 46.59平米 | 南 | 简装 | 低楼层(共6层) | 1982年 | 板楼,202万,"43,357元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114064679.html
putuo,桃浦七村雪松苑,强烈推荐，外环外，近地铁，中间位置，值得一选,1室1厅 | 43.79平米 | 南 | 简装 | 高楼层(共6层) | 1995年 | 板楼,125万,"28,546元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115578382.html
putuo,德怡苑,朝南2房，南北通，采光无遮挡，精装修,2室0厅 | 52.45平米 | 南 | 精装 | 低楼层(共21层) | 1989年 | 板塔结合,288万,"54,910元/平",近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114549502.html
putuo,曹杨五村(芙蓉园),五村芙蓉园、近环球港3/4/13号边套房美丽家园已做,2室1厅 | 43.34平米 | 南 | 精装 | 高楼层(共7层) | 1989年 | 板楼,186万,"42,917元/平",近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107112876917.html
putuo,华师大三村,精装修低楼层三房，大渡河路站地铁口一梯两户商品房,3室1厅 | 86.16平米 | 南 北 | 精装 | 低楼层(共6层) | 1998年 | 板楼,590万,"68,478元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115496036.html
putuo,顺达公寓,日照充足，诚意出售，总价低，小高层，电梯房,2室2厅 | 100.66平米 | 南 | 简装 | 低楼层(共11层) | 1997年 | 板塔结合,468万,"46,494元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115308060.html
putuo,绿地世纪城(二期),内环内全南飞机户型2房2卫苏州河畔高楼层景观房环境好,2室2厅 | 97.57平米 | 南 | 精装 | 26层 | 2003年 | 板楼,808万,"82,813元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115802897.html
putuo,隆德小区,得房率高 内环内地梯口 一室一厅 中间楼层,1室1厅 | 43.68平米 | 北 | 毛坯 | 7层 | 1989年 | 塔楼,199万,"45,559元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115741629.html
putuo,新湖明珠城三期,2015年房龄|南北四个阳台|看苏州河|人车分流|产权车位,2室2厅 | 131.23平米 | 南 北 | 精装 | 20层 | 2015年 | 板楼,1268万,"96,625元/平",近地铁|甄选房|VR房源,https://sh.lianjia.com/ershoufang/107115147247.html
putuo,中山北路2626弄,内环内一室一厅全明户型 租金每月4500,1室1厅 | 39.21平米 | 南 | 简装 | 中楼层(共5层) | 1975年 | 板楼,188万,"47,947元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115762135.html
putuo,宜川五村,电梯！内环边近3.4号线，诚意出售，大区聚焦,2室1厅 | 47.15平米 | 南 | 简装 | 高楼层(共6层) | 1988年 | 板楼,218万,"46,236元/平",VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115335942.html
putuo,中远两湾城,诚意新上！四期楼龄新+50%绿化+高区俯瞰花园+拎包入住,2室2厅 | 104.37平米 | 西南 | 精装 | 高楼层(共34层) | 2005年 | 板楼,729万,"69,848元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115681633.html
putuo,中远两湾城,内环内，万科物业，沿河而建，视野好，位置安静,2室2厅 | 97.51平米 | 南 | 简装 | 中楼层(共30层) | 2003年 | 板楼,715万,"73,326元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115364807.html
putuo,世纪之门,长寿路全明大三房，两南一西，有小区环境近地铁。,3室2厅 | 136.01平米 | 南 | 简装 | 高楼层(共22层) | 1999年 | 塔楼,858万,"63,084元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107112245937.html
putuo,长风一村小区,楼层2F+18万精装+全天采光+楼下有罗森+近公园,2室1厅 | 45.78平米 | 南 | 精装 | 低楼层(共7层) | 1980年 | 板楼,245万,"53,517元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107111972816.html
putuo,安祁古浪新苑,中环边 小高层 南北直通两房 位置好 楼层好,2室1厅 | 73.4平米 | 南 | 精装 | 中楼层(共11层) | 2008年 | 板楼,308万,"41,962元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115530081.html
putuo,浅水湾恺悦名城,南北通飞机户型三房小区人车分流停车方便,3室2厅 | 144.47平米 | 南 北 | 精装 | 低楼层(共18层) | 2010年 | 板楼,1598万,"110,612元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113916897.html
putuo,真光第四小区,14号线地铁口南北两房 全天采光 位置安静 业主诚意售,2室1厅 | 68.03平米 | 南 | 精装 | 高楼层(共6层) | 1998年 | 板楼,275万,"40,424元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115792945.html
putuo,新湖明珠城（一二期）,婚房装修，苏州河旁 内环边高区 生活便利交通出行便利,1室1厅 | 61.78平米 | 南 | 精装 | 32层 | 2005年 | 板楼,475万,"76,886元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115445863.html
putuo,金原新苑,内环边 商品房 房型板正 双南2房 诚意出售,2室1厅 | 73.96平米 | 南 | 精装 | 高楼层(共6层) | 1996年 | 板楼,315万,"42,591元/平",近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107112994057.html
putuo,黄陵小区,精装修地铁四百米一房 视野无遮挡,1室0厅 | 33.34平米 | 南 | 精装 | 高楼层(共6层) | 1985年 | 板楼,148万,"44,392元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115157078.html
putuo,工汇花苑,新上南北通2房丨内环边丨家门口就是盒马生鲜,2室1厅 | 73.04平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年 | 板楼,329万,"45,044元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115405799.html
putuo,万都花园(普陀),此房满五年，户型方正，交通便利，近环球港3-4-13号线,3室2厅 | 136.84平米 | 东 南 西南 | 其他 | 中楼层(共13层) | 1996年 | 板楼,808万,"59,048元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115580640.html
putuo,上海知音苑,方正户型，南北通两南一北，采光无遮挡,3室2厅 | 137.05平米 | 南 | 简装 | 高楼层(共18层) | 2003年 | 板楼,1230万,"89,749元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113105172.html
putuo,真源小区,普陀长征新上好房，好楼层采光刺眼 全明户型诚意出售,3室1厅 | 100.7平米 | 南 北 | 简装 | 中楼层(共7层) | 1998年 | 板楼,499万,"49,554元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115225363.html
putuo,旬阳新村,7号线岚皋路地铁口584米（高德地图）,2室1厅 | 63.79平米 | 南 | 精装 | 高楼层(共6层) | 1988年 | 板楼,279万,"43,738元/平",近地铁|甄选房|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115406865.html
putuo,大华颐和华城,颐和两房两卫户型，很少出来，看房随时方便。,2室2厅 | 110.16平米 | 南 北 | 精装 | 高楼层(共17层) | 2010年 | 板楼,599万,"54,376元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114364910.html
putuo,武宁小城,769万入住内环内130平大三房，正朝南，绝美景观房,3室1厅 | 130.2平米 | 南 | 简装 | 28层 | 1999年 | 塔楼,769万,"59,063元/平",近地铁|甄选房|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107113915571.html
putuo,富丽花苑,内环内电梯两房 近地铁 采光通透 看房提前预约,2室2厅 | 95.14平米 | 南 | 精装 | 21层 | 1999年 | 塔楼,659万,"69,267元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115610205.html
putuo,玉佛城,内环地铁口玉佛城外销品质小区全南方正两房全天采光,2室2厅 | 121.78平米 | 南 西南 | 精装 | 中楼层(共28层) | 1995年 | 板楼,766万,"62,901元/平",近地铁|VR房源,https://sh.lianjia.com/ershoufang/107115609896.html
putuo,新湖明珠城三期,双南户型 带70平米露台 采光好 苏州河景观一览无余,2室2厅 | 115.42平米 | 南 | 精装 | 17层 | 2007年 | 板楼,1180万,"102,236元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107106788824.html
putuo,光复西路南林家港小区,电梯房，精装修可拎包入住，看房方便，内环内五轨交汇,2室1厅 | 47.53平米 | 南 | 精装 | 中楼层(共6层) | 1987年 | 板楼,306万,"64,381元/平",近地铁|甄选房|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115747694.html
putuo,大华颐和华城,颐和三期 晋元电梯两卫 别墅区东边套 采光视野好！,2室2厅 | 105.92平米 | 南 北 | 精装 | 低楼层(共13层) | 2008年 | 板楼,599万,"56,553元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115278740.html
putuo,上海知音苑,地铁口南北通双阳台采光通风优越小区半人车分流,3室2厅 | 136.84平米 | 北 南 | 精装 | 中楼层(共18层) | 2003年 | 板楼,1280万,"93,540元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114893546.html
putuo,安塞小区,南北 两室一厅中区视野开阔 靠近地铁 交通方便,2室1厅 | 54.86平米 | 南 | 简装 | 中楼层(共6层) | 1996年 | 板楼,253万,"46,118元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115327347.html
putuo,南泉苑,南泉苑 2室1厅 南,2室1厅 | 57.51平米 | 南 | 简装 | 高楼层(共6层) | 1989年 | 板楼,235万,"40,863元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115652888.html
putuo,大华清水湾,高区三开间朝南，视野好，满五，付款好价格可沟通,3室2厅 | 150.41平米 | 南 北 | 精装 | 18层 | 2004年 | 板楼,1250万,"83,107元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107111634536.html
putuo,万都花园(普陀),此房满五年，户型方正，交通便利，近环球港3-4-13号线,3室2厅 | 136.84平米 | 东 南 西南 | 其他 | 中楼层(共13层) | 1996年 | 板楼,808万,"59,048元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115580640.html
putuo,上海知音苑,方正户型，南北通两南一北，采光无遮挡,3室2厅 | 137.05平米 | 南 | 简装 | 高楼层(共18层) | 2003年 | 板楼,1230万,"89,749元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113105172.html
putuo,真源小区,普陀长征新上好房，好楼层采光刺眼 全明户型诚意出售,3室1厅 | 100.7平米 | 南 北 | 简装 | 中楼层(共7层) | 1998年 | 板楼,499万,"49,554元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115225363.html
putuo,长风一村小区,楼层2F+18万精装+全天采光+楼下有罗森+近公园,2室1厅 | 45.78平米 | 南 | 精装 | 低楼层(共7层) | 1980年 | 板楼,245万,"53,517元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107111972816.html
putuo,真光新村第二小区,业主诚意卖 交通便利!14号线地铁口！边套户型！,1室1厅 | 49.38平米 | 南 | 精装 | 高楼层(共6层) | 1994年 | 板楼,199万,"40,300元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114866938.html
putuo,恒盛鼎城圣都汇,楼层好，视野宽阔，价格好沟通，边套，空调，带地暖,2室2厅 | 86.97平米 | 南 北 | 精装 | 中楼层(共16层) | 2011年 | 板楼,556万,"63,931元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115235444.html
putuo,恒盛鼎城圣都汇,新上房源 大区总强推 房子满五年 开发商装修+地暖,3室2厅 | 96.53平米 | 南 北 | 精装 | 中楼层(共16层) | 2012年 | 板楼,640万,"66,301元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115765350.html
putuo,清涧八街坊,真如街道，中环边，配套成熟；房龄新，位置佳，户型好,2室1厅 | 53.03平米 | 南 | 简装 | 高楼层(共6层) | 1997年 | 板楼,218万,"41,109元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115756219.html
putuo,安祁古浪新苑,中环边 小高层 南北直通两房 位置好 楼层好,2室1厅 | 73.4平米 | 南 | 精装 | 中楼层(共11层) | 2008年 | 板楼,308万,"41,962元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115530081.html
putuo,香樟苑(普陀),小区中间，不临街，低总价，新上好房,1室1厅 | 47.35平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年 | 板楼,153万,"32,313元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115573192.html
putuo,安居金祁新城,临地铁，小区C位中间楼层，宜居两房，税费少,2室1厅 | 64.84平米 | 南 北 | 精装 | 中楼层(共6层) | 2006年 | 板楼,280万,"43,184元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115343996.html
putuo,新杨和苑二期,绝世好房+南北通风+低总价电梯房,2室1厅 | 66.74平米 | 南 | 简装 | 低楼层(共14层) | 2018年 | 板楼,165万,"24,723元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115742714.html
putuo,阳光威尼斯C区,业主诚意出售，精装修，视野采光无遮挡，户型正,2室1厅 | 78.64平米 | 南 | 精装 | 中楼层(共24层) | 2004年 | 板楼,312万,"39,675元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115618402.html
putuo,逸流公寓,内环内 14号线地铁口 车位充足 看小区花园 户型方正,3室2厅 | 141.91平米 | 南 北 | 简装 | 37层 | 2008年 | 板楼,1198万,"84,420元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115478233.html
putuo,嘉云苑,普陀区 嘉云苑 中间楼层 双南2房 业主诚意出售,2室1厅 | 63.43平米 | 南 北 | 简装 | 中楼层(共6层) | 1997年 | 板楼,269万,"42,409元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115341132.html
putuo,工汇花苑,新上南北通2房丨内环边丨家门口就是盒马生鲜,2室1厅 | 73.04平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年 | 板楼,329万,"45,044元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115405799.html
putuo,新湖明珠城（一二期）,位置安静 飞机户型 2梯2户 得房率高 看出去满眼绿色,3室2厅 | 122.04平米 | 南 北 | 精装 | 低楼层(共20层) | 2005年 | 板楼,898万,"73,583元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114967289.html
putuo,世纪之门,长寿路全明大三房，两南一西，有小区环境近地铁。,3室2厅 | 136.01平米 | 南 | 简装 | 高楼层(共22层) | 1999年 | 塔楼,858万,"63,084元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107112245937.html
putuo,凯旋华庭,高区视野好+黑森林相同物业+品质小区,2室2厅 | 82.82平米 | 南 | 精装 | 高楼层(共24层) | 2005年 | 板楼,545万,"65,806元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115261051.html
putuo,桃浦五村杜鹃苑,一楼带院子中间套小区美丽家园环境好适合老人住,1室1厅 | 40.29平米 | 南 | 简装 | 低楼层(共6层) | 1995年 | 板楼,149万,"36,982元/平",近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107114251330.html
putuo,新湖明珠城（一二期）,婚房装修，苏州河旁 内环边高区 生活便利交通出行便利,1室1厅 | 61.78平米 | 南 | 精装 | 32层 | 2005年 | 板楼,475万,"76,886元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115445863.html
hongkou,广联新苑,内环旁地铁口，2001年次新，低总价双南两房一厅双阳台,2室1厅 | 59.04平米 | 南 | 简装 | 高楼层(共6层) | 2001年 | 板楼,246万,"41,667元/平",近地铁|甄选房|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114614055.html
hongkou,新陆花苑,爆！额外用8㎡空间，地铁50米，小区中间不靠马路,2室1厅 | 77.77平米 | 南 | 精装 | 中楼层(共24层) | 1989年 | 塔楼,499万,"64,164元/平",近地铁|甄选房|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107114181674.html
hongkou,欧阳花苑,正西北朝向！宝钢品质，环境优美，8/10双轨交汇,2室1厅 | 82.08平米 | 北 | 精装 | 24层 | 2000年 | 塔楼,448万,"54,581元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115366871.html
hongkou,锦苑小区(虹口),不靠马路，朝南带阳台，低楼层，到家签字。,1室1厅 | 36.42平米 | 南 | 简装 | 低楼层(共6层) | 1993年 | 板楼,149万,"40,912元/平",VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115686749.html
hongkou,广粤支路57弄,中环边-南北两房-美丽家园小区-停车方便-通勤便利,2室1厅 | 60.84平米 | 南 | 简装 | 高楼层(共7层) | 1995年 | 板楼,198万,"32,545元/平",VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115346295.html
hongkou,北郊小区,边套全明，曲阳明珠！楼层好！93年房龄！三年不出一套,1室1厅 | 49.08平米 | 南 | 精装 | 中楼层(共6层) | 1993年 | 板楼,289万,"58,884元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115712005.html
hongkou,邮电二村,邮电二村好评房源，楼层好，全天日照采光，业主诚意卖,3室1厅 | 95.05平米 | 南 | 简装 | 高楼层(共24层) | 1993年 | 塔楼,538万,"56,602元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107114668539.html
hongkou,瑞虹新城璟庭,⭐⭐店长推荐⭐⭐复式三卫南北通+产权车位+品质小区,2室2厅 | 113.4平米 | 南 | 精装 | 低楼层(共33层) | 2014年 | 板塔结合,1190万,"104,939元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114936271.html
hongkou,浦江名邸,1梯1户，11层小高层，层高3.1米，三个房间朝南厅朝东,3室2厅 | 202.46平米 | 南 东南 | 简装 | 中楼层(共11层) | 2005年 | 板楼,1600万,"79,028元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115745291.html
hongkou,墨翠里,小区安静位置，视野开阔，采光充足，边套全明三房,3室1厅 | 95.63平米 | 南 北 | 简装 | 高楼层(共35层) | 2020年 | 板塔结合,468万,"48,939元/平",VR房源|随时看房,https://sh.lianjia.com/ershoufang/107114988977.html
hongkou,金枫里,新小区电梯房，高层采光好，诚意出售,2室1厅 | 74.11平米 | 南 北 | 精装 | 高楼层(共35层) | 2016年 | 板楼,355万,"47,902元/平",VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115802666.html
hongkou,融创·青雲壹号,新上三开间朝南三房，次新房未入住过，看房随时,3室2厅 | 134.01平米 | 南 | 精装 | 20层 | 2023年 | 板楼,1620万,"120,887元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107113901836.html
hongkou,科兰公寓,中环内南北两房，业主诚售，看房方便,2室1厅 | 63.33平米 | 南 北 | 简装 | 高楼层(共6层) | 1992年 | 板楼,249万,"39,318元/平",VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115267727.html
hongkou,瑞虹新城二期(优贤生活),新上陆家嘴三件套景观+税少 正对花园 天然氧吧,2室1厅 | 99.27平米 | 西南 | 简装 | 高楼层(共39层) | 2005年 | 板楼,899万,"90,562元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115698812.html
hongkou,中皇广场,一梯二户，小高层，得房率高，北外滩仅隔一条马路,2室2厅 | 94.61平米 | 南 | 毛坯 | 中楼层(共19层) | 2003年 | 板楼,780万,"82,444元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115313115.html
hongkou,恒业公寓,内环内正气电梯大一房，视野好满五年税费少，配套齐全,1室2厅 | 72.69平米 | 南 | 简装 | 高楼层(共11层) | 1998年 | 板楼,430万,"59,156元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115260291.html
hongkou,瑞虹新城(一期),全明户型|高区采光好|视野开阔|价格可谈诚意出售!,2室2厅 | 102.09平米 | 南 西南 东北 | 简装 | 高楼层(共31层) | 1998年 | 塔楼,775万,"75,914元/平",近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114500657.html
hongkou,瑞虹新城璟庭,新上架！瑞虹天地商圈，大宽横厅大拐角阳台采光好！,3室2厅 | 142.77平米 | 南 | 精装 | 中楼层(共29层) | 2014年 | 板楼,1600万,"112,069元/平",近地铁|VR房源,https://sh.lianjia.com/ershoufang/107114678210.html
hongkou,凯虹家园,海伦路地铁口精装修中高区花园住宅小区满五年一套,2室2厅 | 101.93平米 | 南 | 精装 | 中楼层(共33层) | 2001年 | 板楼,795万,"77,995元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115630574.html
hongkou,浦江名邸,滨江C位，浦江名邸三期，刷卡入户，看花园，近地铁口,2室2厅 | 136.34平米 | 南 | 精装 | 低楼层(共31层) | 2005年 | 板楼,1098万,"80,534元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115326289.html
hongkou,赤一小区,中间楼层！采光视野无遮挡！小区中间位置！！！,1室0厅 | 33.3平米 | 南 | 简装 | 中楼层(共6层) | 1985年 | 板楼,163万,"48,949元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115701100.html
hongkou,上农新村,上农新村 2室1厅 南,2室1厅 | 53.24平米 | 南 | 精装 | 高楼层(共6层) | 1985年 | 板楼,244万,"45,831元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115396606.html
hongkou,云舫小区,北外滩大连路地铁口三房，双南一西户型东方明珠2颗球,3室1厅 | 73.94平米 | 南 西 | 简装 | 中楼层(共18层) | 1988年 | 塔楼,465万,"62,889元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115701970.html
hongkou,巴林小区,店长主推，独栋 自住装修 中间楼层，光线无遮挡，,1室1厅 | 39.12平米 | 南 | 精装 | 中楼层(共6层) | 1988年 | 板楼,228万,"58,283元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115734996.html
hongkou,墨翠里,商圈聚焦：边套全明户型，产权清晰，有钥匙，价好谈,2室1厅 | 76.89平米 | 南 东 | 毛坯 | 高楼层(共35层) | 2019年 | 板塔结合,345万,"44,870元/平",VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115791629.html
hongkou,大西小区,双南低楼层 老少皆宜 地铁8号 10号内环双轨,2室1厅 | 46.62平米 | 南 | 简装 | 中楼层(共5层) | 1978年 | 板楼,268万,"57,487元/平",近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115733133.html
hongkou,密二小区,此房是满五年的，业主诚意出售，一门踏，带天井,1室1厅 | 38.14平米 | 南 北 | 简装 | 低楼层(共6层) | 1983年 | 板楼,208万,"54,536元/平",近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115744969.html
hongkou,大上海紫金城,大上海紫金城  二梯二户 中区楼层  飞机户型,3室2厅 | 128.25平米 | 南 北 | 简装 | 高楼层(共18层) | 2008年 | 板楼,999万,"77,895元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115420932.html
hongkou,金枫里,店长推荐好房+精装修南北通风+中间楼层视野好,2室1厅 | 76平米 | 南 北 | 精装 | 低楼层(共35层) | 2016年 | 板楼,329万,"43,290元/平",VR房源,https://sh.lianjia.com/ershoufang/107115533140.html
