district,community,title,house_info,total_price_wan,unit_price_raw,tags,listing_url
pudong,沉香苑一街坊,2房户型，朝南两个房间很方正，采光好,2室2厅 | 90.88平米 | 南 北 | 简装 | 中楼层(共11层) | 2010年 | 板楼,260万,"28,610元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115351171.html
pudong,欧风家园北区,产证满五年全南户型近地铁配套齐全精装修拎包入住,2室2厅 | 82.53平米 | 南 | 精装 | 低楼层(共12层) | 2006年 | 板楼,229万,"27,748元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115301428.html
pudong,新天家园,小区中间位置，精装修，全屋地暖，楼层采光好,2室2厅 | 103.63平米 | 南 | 精装 | 中楼层(共18层) | 2001年 | 板楼,799万,"77,102元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115045538.html
pudong,金桥瑞仕花园,金桥瑞仕，不是没有小户型，而是好位置的，终于出来了,1室2厅 | 81.51平米 | 南 | 精装 | 低楼层(共21层) | 2008年 | 板楼,798万,"97,903元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115310739.html
pudong,浦东星河湾,三期中高区2018年交付一梯一户保养如新 好房诚意售,3室2厅 | 189.59平米 | 南 | 精装 | 高楼层(共21层) | 2016年 | 板楼,2400万,"126,589元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112196715.html
pudong,龙港新村,内环旁 出门18号地铁芳芯路站 中间楼层 看房有钥匙,2室1厅 | 61.56平米 | 南 | 精装 | 中楼层(共7层) | 1998年 | 板楼,235万,"38,175元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115265151.html
pudong,绿川新苑,2003年小区，中低楼层，一梯两户，双南户型，停车方便,2室1厅 | 62.63平米 | 南 | 精装 | 低楼层(共6层) | 2003年 | 板楼,265万,"42,312元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115150291.html
pudong,绿川新苑南区,中环内商品房，全明西边套，一梯两户非顶楼。,2室1厅 | 57.33平米 | 南 | 简装 | 高楼层(共6层) | 2000年 | 板楼,215万,"37,503元/平",VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112536512.html
pudong,龙博公寓,飞机户型，双地铁，地铁口。电梯房，,3室1厅 | 106.04平米 | 南 | 精装 | 低楼层(共14层) | 2009年 | 板楼,585万,"55,168元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115488592.html
pudong,培花七村,内中环 低总价 近地铁 精装修  小区央座 非顶楼,2室1厅 | 58.61平米 | 南 | 精装 | 高楼层(共6层) | 1994年 | 板楼,236万,"40,267元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112166480.html
pudong,同康苑,8号线750米|房间双南明厅|小区中间位置 视野采光好！,2室1厅 | 71.3平米 | 南 | 简装 | 中楼层(共32层) | 2014年 | 板楼,259万,"36,326元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115530736.html
pudong,城林雅苑,8号线芦恒路+东方懿德+2012电梯房,1室1厅 | 46.92平米 | 南 | 毛坯 | 高楼层(共26层) | 2013年 | 板楼,165万,"35,167元/平",VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113555170.html
pudong,潼港八村,高得房率，CBD位置，全明户型，采光无遮挡，交通便利,2室1厅 | 74.01平米 | 南 | 精装 | 高楼层(共6层) | 1994年 | 板楼,198万,"26,754元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115663800.html
pudong,万邦都市花园,万邦新出南北通小三房+看房方便+总价低,3室2厅 | 97.69平米 | 南 | 精装 | 低楼层(共6层) | 2000年 | 板楼,680万,"69,608元/平",近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114554232.html
pudong,崮山小区四街坊,中间楼层#采光良好￥南北通风&出行方便@位置安静,2室1厅 | 68.8平米 | 南 | 简装 | 中楼层(共6层) | 1997年 | 板楼,450万,"65,407元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115648580.html
pudong,竹园新村(浦东),一梯两户，精装修，诚售，好楼层,2室1厅 | 57.86平米 | 南 | 精装 | 中楼层(共5层) | 1988年 | 板楼,418万,"72,244元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115686670.html
pudong,唐丰苑,这套房子大阳台大采光面日照充足户型布局合理,1室1厅 | 57.79平米 | 南 | 精装 | 高楼层(共14层) | 2014年 | 板楼,208万,"35,993元/平",VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114156799.html
pudong,东升家园(三期),电梯高层非顶楼视野飞机户型大两房毛坯,2室2厅 | 93.77平米 | 南 | 毛坯 | 高楼层(共12层) | 2006年 | 板楼,165万,"17,597元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115291314.html
pudong,新城碧翠,新城洋房小区中芯，带南北双阳台，带双层地下室，急卖,3室2厅 | 244.88平米 | 南 | 精装 | 中楼层(共5层) | 2012年 | 板楼,1668万,"68,115元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115110775.html
pudong,金领国际(公寓),不靠路，南北双阳台两房，楼层好位置好,2室2厅 | 87.95平米 | 南 | 简装 | 中楼层(共11层) | 2011年 | 板楼,269万,"30,586元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114658602.html
pudong,南新六村,主打户型方正，全明全亮采光刺眼，位置中间，地铁近,1室1厅 | 43.31平米 | 南 | 简装 | 高楼层(共6层) | 1997年 | 板楼,148万,"34,173元/平",VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115367993.html
pudong,玉兰路81弄,内环内2007年的小区 精装修带阁楼带车位 看房有钥匙,2室1厅 | 79.08平米 | 南 北 | 精装 | 6层 | 2007年 | 板楼,578万,"73,091元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115458914.html
pudong,绿海家园,1楼带私密小院，39平精致1房，900m直达地铁,1室1厅 | 39.09平米 | 南 北 | 简装 | 低楼层(共6层) | 1994年 | 板楼,130万,"33,257元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115776352.html
pudong,双桥小区,06年房龄 中楼层 精装修 带固定充电桩 6|12|21号线,1室1厅 | 55.8平米 | 南 | 精装 | 中楼层(共6层) | 2003年 | 板楼,295万,"52,868元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115623677.html
pudong,崮山小区四街坊,崮山小区四街坊精装修3房安静好位置+可看可签+诚意售,3室1厅 | 81.09平米 | 南 | 精装 | 低楼层(共6层) | 1997年 | 板楼,560万,"69,060元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115304608.html
pudong,汇福家园安康里(东区),16号线！澧溪学！中高楼层！拎包入住,2室2厅 | 82.72平米 | 南 | 精装 | 中楼层(共17层) | 2015年 | 板楼,245万,"29,618元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115367770.html
pudong,龙腾苑,【电梯8楼 采光刺眼】【飞机三房】【有点靠马路】,3室2厅 | 116.18平米 | 南 | 简装 | 中楼层(共11层) | 2002年 | 板楼,680万,"58,530元/平",近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113782449.html
pudong,新沪东公寓,【电梯8楼】【06年商品房】 【业主诚意】【随时可看】,2室2厅 | 95.93平米 | 南 | 精装 | 中楼层(共13层) | 2006年 | 板楼,559万,"58,272元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115277666.html
pudong,柳博小区(柳一小区),【一梯三户边套 两房朝南】【小区蕞诚意的2房】【急】,2室1厅 | 64.31平米 | 南 | 精装 | 高楼层(共6层) | 1994年 | 板楼,269万,"41,829元/平",近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115315717.html
pudong,丰舍西苑,04商品房+原始小三房+三阶梯龚小,3室1厅 | 88.53平米 | 南 | 简装 | 高楼层(共6层) | 2004年 | 板楼,285万,"32,193元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115301527.html
pudong,泾华新村,楼层好采光好户型好户型通透精装修电梯两房,2室1厅 | 66.35平米 | 南 | 精装 | 高楼层(共6层) | 1990年 | 板楼,350万,"52,751元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115602380.html
pudong,保利金爵公寓,边套带大飘窗 精装修拎包住 南北通 好位置,2室2厅 | 89平米 | 南 北 | 精装 | 中楼层(共14层) | 2009年 | 板楼,469万,"52,697元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115021976.html
pudong,恒大华城长清苑,精装五好大三房+位置好+楼层好+采光好+户型好+装修好,3室2厅 | 112.08平米 | 南 | 精装 | 中楼层(共6层) | 2000年 | 板楼,640万,"57,103元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115530073.html
pudong,齐七小区,中间位置 中间楼层 一梯两户双南户型 满五年 业主诚售,2室1厅 | 57.15平米 | 南 | 精装 | 中楼层(共6层) | 1997年 | 板楼,290万,"50,744元/平",近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113061244.html
pudong,紫叶花园,紫叶花园新上一房，中间楼层，中间位置，看房方便。,1室1厅 | 48.3平米 | 南 | 简装 | 中楼层(共6层) | 1995年 | 板楼,189万,"39,131元/平",近地铁|甄选房|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115494723.html
pudong,梅园四街坊,双南户型，非顶楼，业主诚意出售，视野无遮挡,2室1厅 | 50.33平米 | 南 | 精装 | 高楼层(共6层) | 1989年 | 板楼,398万,"79,079元/平",近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115143777.html
pudong,上海绿城,上海绿城三期，2007年竣工高区南北通两房，诚意卖,2室2厅 | 119.21平米 | 南 北 | 精装 | 中楼层(共20层) | 2007年 | 板楼,1050万,"88,080元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115413749.html
pudong,京浦小区82支弄,一楼带院，诚意出售，11+18号线，小区安静,1室1厅 | 38.34平米 | 南 北 | 精装 | 低楼层(共6层) | 1995年 | 板楼,275万,"71,727元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115252480.html
pudong,汇福家园安康里(东区),16号线！澧溪学！中高楼层！拎包入住,2室2厅 | 82.72平米 | 南 | 精装 | 中楼层(共17层) | 2015年 | 板楼,245万,"29,618元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115367770.html
pudong,金桥瑞仕花园,金桥瑞仕，不是没有小户型，而是好位置的，终于出来了,1室2厅 | 81.51平米 | 南 | 精装 | 低楼层(共21层) | 2008年 | 板楼,798万,"97,903元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115310739.html
pudong,唐丰苑,这套房子大阳台大采光面日照充足户型布局合理,1室1厅 | 57.79平米 | 南 | 精装 | 高楼层(共14层) | 2014年 | 板楼,208万,"35,993元/平",VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114156799.html
pudong,龙港新村,内环旁 出门18号地铁芳芯路站 中间楼层 看房有钥匙,2室1厅 | 61.56平米 | 南 | 精装 | 中楼层(共7层) | 1998年 | 板楼,235万,"38,175元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115265151.html
pudong,绿川新苑,2003年小区，中低楼层，一梯两户，双南户型，停车方便,2室1厅 | 62.63平米 | 南 | 精装 | 低楼层(共6层) | 2003年 | 板楼,265万,"42,312元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115150291.html
pudong,绿川新苑南区,中环内商品房，全明西边套，一梯两户非顶楼。,2室1厅 | 57.33平米 | 南 | 简装 | 高楼层(共6层) | 2000年 | 板楼,215万,"37,503元/平",VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112536512.html
pudong,龙博公寓,飞机户型，双地铁，地铁口。电梯房，,3室1厅 | 106.04平米 | 南 | 精装 | 低楼层(共14层) | 2009年 | 板楼,585万,"55,168元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115488592.html
pudong,培花七村,内中环 低总价 近地铁 精装修  小区央座 非顶楼,2室1厅 | 58.61平米 | 南 | 精装 | 高楼层(共6层) | 1994年 | 板楼,236万,"40,267元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112166480.html
pudong,崮山小区四街坊,中间楼层#采光良好￥南北通风&出行方便@位置安静,2室1厅 | 68.8平米 | 南 | 简装 | 中楼层(共6层) | 1997年 | 板楼,450万,"65,407元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115648580.html
pudong,新天家园,小区中间位置，精装修，全屋地暖，楼层采光好,2室2厅 | 103.63平米 | 南 | 精装 | 中楼层(共18层) | 2001年 | 板楼,799万,"77,102元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115045538.html
pudong,浦东星河湾,三期中高区2018年交付一梯一户保养如新 好房诚意售,3室2厅 | 189.59平米 | 南 | 精装 | 高楼层(共21层) | 2016年 | 板楼,2400万,"126,589元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112196715.html
pudong,竹园新村(浦东),一梯两户，精装修，诚售，好楼层,2室1厅 | 57.86平米 | 南 | 精装 | 中楼层(共5层) | 1988年 | 板楼,418万,"72,244元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115686670.html
pudong,万邦都市花园,万邦新出南北通小三房+看房方便+总价低,3室2厅 | 97.69平米 | 南 | 精装 | 低楼层(共6层) | 2000年 | 板楼,680万,"69,608元/平",近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114554232.html
pudong,绿海家园,1楼带私密小院，39平精致1房，900m直达地铁,1室1厅 | 39.09平米 | 南 北 | 简装 | 低楼层(共6层) | 1994年 | 板楼,130万,"33,257元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115776352.html
pudong,万科翡翠公园一期,万科翡翠 高区视野 诚售  一梯一户 双轨地铁 有车位,3室2厅 | 127.42平米 | 南 | 精装 | 高楼层(共18层) | 2016年 | 板楼,1095万,"85,937元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114243560.html
pudong,华发四季,新上飞机户型大三房，满两年税费少，保养装修好,3室2厅 | 117.62平米 | 南 | 精装 | 中楼层(共17层) | 2017年 | 板楼,838万,"71,247元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115583751.html
pudong,三林世博家园(东书房路390弄),南北少有大户型三房，好位置好楼层，随时方便看房,3室2厅 | 127.76平米 | 南 北 | 简装 | 低楼层(共6层) | 2006年 | 板楼,512万,"40,076元/平",VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115634874.html
pudong,玉兰路81弄,内环内2007年的小区 精装修带阁楼带车位 看房有钥匙,2室1厅 | 79.08平米 | 南 北 | 精装 | 6层 | 2007年 | 板楼,578万,"73,091元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115458914.html
pudong,妙境家园,边套三房，全明户型，地铁口南北通，看房方便,3室1厅 | 112.7平米 | 南 | 简装 | 高楼层(共6层) | 1999年 | 板楼,305万,"27,063元/平",近地铁|甄选房|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107114725564.html
pudong,培育苑,花木板块+龙阳CBD+中间楼层+近地铁+户型正+总价低,1室1厅 | 51.42平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年 | 板楼,194万,"37,729元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115353373.html
pudong,汇贤雅苑,双地铁，房东诚心出售，房型好，位置好。,3室1厅 | 83.82平米 | 南 | 精装 | 低楼层(共18层) | 2013年 | 板楼,238万,"28,395元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115671153.html
pudong,保利金爵公寓,边套带大飘窗 精装修拎包住 南北通 好位置,2室2厅 | 89平米 | 南 北 | 精装 | 中楼层(共14层) | 2009年 | 板楼,469万,"52,697元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115021976.html
pudong,双桥小区,06年房龄 中楼层 精装修 带固定充电桩 6|12|21号线,1室1厅 | 55.8平米 | 南 | 精装 | 中楼层(共6层) | 2003年 | 板楼,295万,"52,868元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115623677.html
pudong,梅园三街坊,中间楼层中间位置精装修满五税少,1室1厅 | 39.32平米 | 南 | 简装 | 低楼层(共6层) | 1984年 | 板楼,339万,"86,216元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115092653.html
baoshan,宝林六村,店长力推好房：宝林三楼，一室一厅，产权清晰,1室1厅 | 39.59平米 | 南 | 简装 | 中楼层(共6层) | 1993年 | 板楼,99万,"25,007元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115400766.html
baoshan,聚丰景都,三楼！！前排无遮挡！學习便利！,1室1厅 | 56.24平米 | 南 | 简装 | 中楼层(共6层) | 2010年 | 板楼,189万,"33,606元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115371458.html
baoshan,富南苑,新出复式，诚意出售，精装修，顶复有阁楼，看房方便,2室2厅 | 84.91平米 | 南 | 精装 | 高楼层(共6层) | 2005年 | 板楼,180万,"21,199元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115592450.html
baoshan,金辉兰湖美域,顶复+露台，精装修，诚心出售，配套齐全,3室2厅 | 120.38平米 | 南 | 精装 | 高楼层(共5层) | 2013年 | 板楼,548万,"45,523元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115182294.html
baoshan,上海长滩盛东苑,次新房，电梯房，精装修 看房提前预约 房东诚心出售,3室2厅 | 107.36平米 | 南 | 简装 | 低楼层(共18层) | 2017年 | 板楼,469万,"43,685元/平",VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115711854.html
baoshan,月浦六村,满五 中间楼层 业主诚意买 看中好说,2室1厅 | 54.7平米 | 南 | 简装 | 中楼层(共6层) | 1985年 | 板楼,99万,"18,099元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114533974.html
baoshan,宝钢八村,好房力推 宝钢八村 低楼层 边套南北两房 配套好,2室1厅 | 48.85平米 | 南 北 | 简装 | 中楼层(共5层) | 1978年 | 板楼,130万,"26,613元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115526685.html
baoshan,美罗家园润苑,润苑精装修视野好前排采光好楼层好,2室1厅 | 78.81平米 | 南 | 精装 | 中楼层(共18层) | 2015年 | 塔楼,188万,"23,855元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115568517.html
baoshan,菊华苑,阳光采光好，毛坯随意装修，大阳台落地窗,2室1厅 | 85平米 | 南 北 | 毛坯 | 低楼层(共14层)  | 板楼,213万,"25,059元/平",VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115597208.html
baoshan,馨佳园(菊盛路851弄),品质小区，近地铁和商场，看房方便,2室2厅 | 73.98平米 | 南 | 简装 | 14层 | 2011年 | 板楼,229万,"30,955元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114638757.html
baoshan,旭辉依云湾,旭辉前排景观三房 采光好 看房随时,3室2厅 | 91.61平米 | 南 | 简装 | 中楼层(共14层) | 2010年 | 板楼,279万,"30,456元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115796104.html
baoshan,柏丽华庭,此房满五业主诚心出售户型双南两卫视野开阔,2室1厅 | 98.93平米 | 南 | 简装 | 中楼层(共18层) | 2007年 | 板楼,350万,"35,379元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107112363159.html
baoshan,文华苑(宝山),满五年，没有增值税，双南卧室，全明户型，4楼,2室1厅 | 85.47平米 | 南 北 | 简装 | 中楼层(共6层) | 1998年 | 板楼,428万,"50,077元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115454989.html
baoshan,馨佳园(潘广路1765弄),近地铁龙湖北城天街商场，户型正气精装修,2室2厅 | 94.03平米 | 南 | 精装 | 低楼层(共13层) | 2014年 | 板楼,290万,"30,842元/平",近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115616983.html
baoshan,菊泉新城(菊盛路50弄),双规交汇顾村公园站 近商场 近公园 南北通 好楼层,2室1厅 | 75.07平米 | 南 北 | 毛坯 | 中楼层(共5层) | 2005年 | 板楼,208万,"27,708元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115307308.html
baoshan,乐业五村,南北两房，前排开阔无遮挡，采光通风好,2室1厅 | 54.33平米 | 南 | 简装 | 高楼层(共6层) | 1993年 | 板楼,110万,"20,247元/平",VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115614618.html
baoshan,海尚明城,海尚明城115平方 精装全配 Central空调+地暖 拎包入住,3室2厅 | 115.63平米 | 南 北 | 精装 | 18层 | 2008年 | 板楼,439万,"37,966元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115228263.html
baoshan,海尚明城,中高楼层  09年小区  原始买进且满五  19号线好房,3室2厅 | 107.49平米 | 南 北 | 简装 | 15层 | 2009年 | 板楼,369万,"34,329元/平",VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114921383.html
baoshan,馨佳园(韶山路419弄),近地铁龙湖旁，南北通双阳台，户型方正 光线充足,2室1厅 | 78.4平米 | 南 北 | 简装 | 高楼层(共11层) | 2009年 | 板楼,235万,"29,975元/平",近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115764091.html
baoshan,招商主城,类一梯一户三房丨房龄新丨看房方便,3室2厅 | 82.24平米 | 南 | 精装 | 中楼层(共16层) | 2019年 | 板楼,189万,"22,982元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114886508.html
baoshan,文华苑(宝山),文华苑刚需3房450万东边套装修可自由设计,3室1厅 | 90.21平米 | 南 北 | 简装 | 中楼层(共6层) | 1998年 | 板楼,450万,"49,884元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115338987.html
baoshan,菊泉新城(陆翔路358弄),近地铁，精装修，南北通，诚意出售价格可，电梯,2室2厅 | 78.43平米 | 南 北 | 精装 | 中楼层(共11层) | 2005年 | 板塔结合,253万,"32,259元/平",近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115198250.html
baoshan,美罗家园美平苑,小高层，户型方正，大阳台，采光好，视线好,2室2厅 | 92.43平米 | 南 | 毛坯 | 中楼层(共11层) | 2014年 | 板楼,228万,"24,668元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115714301.html
baoshan,久华佳苑,7号线附近久华佳苑，高品质电梯高区三房，很诚意卖!,3室1厅 | 119.02平米 | 南 北 | 简装 | 高楼层(共14层) | 2005年 | 板楼,688万,"57,806元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115041069.html
baoshan,久华佳苑,地铁400米商品房南北通电梯两房，采光无遮挡,2室2厅 | 99.69平米 | 南 北 | 简装 | 低楼层(共14层) | 2006年 | 板楼,545万,"54,670元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115545986.html
baoshan,上城院子,苏式园林，景观楼栋，飞机三房，格局随心改,3室2厅 | 101.27平米 | 南 | 简装 | 中楼层(共14层) | 2020年 | 板楼,395万,"39,005元/平",VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115759494.html
baoshan,滨江公园壹号,恒温泳池会所+双地铁7&15+人车分流+一梯一户+四房两卫,4室2厅 | 120.65平米 | 南 北 | 精装 | 低楼层(共18层) | 2019年 | 板楼,728万,"60,340元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114843121.html
baoshan,锦秋花园(别墅),尖顶别墅，前后花园，位置好，价格便宜,3室2厅 | 138.3平米 | 南 北 | 简装 | 3层 | 1999年 | 板楼,570万,"41,215元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115416975.html
baoshan,保利叶上海(一期),视野ji佳东边套+精装修拎包入住+楼栋位置好+房东诚售,3室1厅 | 89.41平米 | 东 | 精装 | 中楼层(共24层) | 2010年 | 板楼,339万,"37,916元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115555811.html
baoshan,好旺花苑,新上好房，近地铁，南北通，中楼层，安静位置,2室1厅 | 71.74平米 | 南 北 | 简装 | 中楼层(共6层) | 1996年 | 板楼,345万,"48,091元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115290714.html
baoshan,泰和新城(泰和西路3463弄),成熟社区，一梯两户，直通间户型，看房方便,3室1厅 | 80.58平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年 | 板楼,168万,"20,849元/平",VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115447464.html
baoshan,上大聚丰园,邻近南大智慧城，近地铁，业主诚意出售，随时看房,3室2厅 | 102.62平米 | 南 北 | 简装 | 中楼层(共5层) | 2003年 | 板楼,405万,"39,466元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115301617.html
baoshan,保利叶上海(一期),视野ji佳东边套+精装修拎包入住+楼栋位置好+房东诚售,3室1厅 | 89.41平米 | 东 | 精装 | 中楼层(共24层) | 2010年 | 板楼,339万,"37,916元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115555811.html
baoshan,保利云上浔光,商品房小区保利物业飞机户型业主诚意出售,3室2厅 | 97.1平米 | 南 | 精装 | 低楼层(共18层) | 2024年 | 暂无数据,420万,"43,255元/平",VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115239447.html
baoshan,铂金华府,新上南北通两房 电梯高区 靠地铁 近商场,2室2厅 | 93.51平米 | 南 北 | 精装 | 高楼层(共13层) | 2009年 | 板楼,650万,"69,512元/平",近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114031357.html
baoshan,祁连四村,视野开阔 南北直通户型方正 采光充足 地铁300米,3室1厅 | 103.06平米 | 南 | 简装 | 高楼层(共6层) | 1997年 | 板楼,318万,"30,856元/平",近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115763864.html
baoshan,祁连欣苑,祁连欣苑 2室1厅 南 西,2室1厅 | 96.7平米 | 南 西 | 精装 | 高楼层(共11层) | 2006年 | 板楼,400万,"41,366元/平",近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115766473.html
baoshan,宝山三村,一梯两户 边套全明 楼层低 小区安静 看房方便 诚心卖,2室1厅 | 57.71平米 | 南 | 简装 | 中楼层(共6层) | 1997年 | 板楼,189万,"32,750元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115722495.html
baoshan,宝林九村,边套户型 南北全明 底楼大院子 近海上世界,2室1厅 | 54.04平米 | 南 | 简装 | 低楼层(共6层) | 1992年 | 板楼,179万,"33,124元/平",VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115414228.html
